Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY201016C272,76.77,I,-5.68,1,95.44%,4.56%,8.88%,.01,0,-.01,.07,1,0,.01,.00,58.99%,65.89,65.74,Q,66.06,Q,16 OCT 20,272,.10,W,.11,W,SPY201016P272,.13,N,0,0,1.22%,98.78%,2.40%,.00,0,-.02,.02,0,"6,614",.105,.00,44.95%,0,,
SPY201016C273,52.96,C,+1.71,5,95.32%,4.68%,9.11%,.01,0,-.05,.07,5,6,.045,.00,58.40%,64.89,64.83,I,65.04,Q,16 OCT 20,273,.10,W,.11,P,SPY201016P273,.19,P,-.02,8,1.23%,98.77%,2.42%,.00,0,-.02,.02,8,"10,269",.105,.00,44.27%,0,,
SPY201016C274,53.68,X,-5.66,15,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,15,21,-.03,.00,--,63.89,63.66,A,64.06,I,16 OCT 20,274,.11,W,.12,W,SPY201016P274,.18,X,-.06,102,1.34%,98.66%,2.63%,.00,0,-.03,.02,102,"7,213",.115,.00,44.12%,0,,
SPY201016C275,60.00,I,+1.87,2,95.25%,4.75%,9.25%,.01,0,-.07,.07,2,44,.075,.00,56.68%,62.89,62.83,I,63.10,Q,16 OCT 20,275,.11,X,.12,Z,SPY201016P275,.15,E,0,0,1.35%,98.65%,2.66%,.00,0,-.03,.02,0,"21,119",.115,.00,43.45%,0,,
SPY201016C276,52.05,A,-24.12,1,94.92%,5.08%,9.89%,.02,0,-.12,.07,1,7,.155,.00,56.75%,61.89,61.86,I,62.23,Q,16 OCT 20,276,.12,Z,.13,W,SPY201016P276,.21,X,-.04,56,1.46%,98.54%,2.86%,.00,0,-.03,.02,56,"6,101",.125,.00,43.24%,0,,
SPY201016C277,75.50,I,+14.01,6,95.26%,4.74%,9.24%,.02,0,-.09,.07,6,10,.085,.00,54.72%,60.89,60.78,Q,61.17,Z,16 OCT 20,277,.12,W,.13,Z,SPY201016P277,.15,J,0,0,1.48%,98.52%,2.90%,.00,0,-.03,.02,0,"6,691",.125,.00,42.57%,0,,
SPY201016C278,59.51,A,0,0,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,0,10,-.05,.00,--,59.89,59.72,I,59.96,I,16 OCT 20,278,.13,W,.14,W,SPY201016P278,.16,J,0,0,1.58%,98.42%,3.11%,.00,0,-.03,.02,0,"8,879",.135,.00,42.33%,0,,
SPY201016C279,60.95,M,+1.45,4,95.67%,4.33%,8.45%,.01,0,-.01,.07,4,37,.01,.00,51.54%,58.89,58.71,Q,59.09,Q,16 OCT 20,279,.14,P,.15,P,SPY201016P279,.18,P,0,0,1.69%,98.31%,3.32%,.00,0,-.03,.02,0,"8,971",.145,.00,42.06%,0,,
SPY201016C280,58.20,H,0,0,95.45%,4.55%,8.87%,.01,0,-.06,.07,0,215,.06,.00,51.25%,57.89,57.75,Q,58.15,Q,16 OCT 20,280,.14,W,.15,W,SPY201016P280,.15,A,0,1,1.71%,98.29%,3.36%,.00,0,-.03,.02,1,"63,939",.145,.00,41.38%,0,,
SPY201016C281,57.65,I,-.82,2,95.36%,4.64%,9.06%,.02,0,-.08,.07,2,20,.085,.00,50.59%,56.89,56.79,Q,57.16,Q,16 OCT 20,281,.15,Z,.16,W,SPY201016P281,.21,E,0,0,1.82%,98.18%,3.57%,.00,0,-.03,.03,0,"4,151",.155,.00,41.07%,0,,
SPY201016C282,48.54,C,-3.86,4,94.90%,5.10%,9.95%,.02,0,-.11,.07,4,69,.18,.00,50.93%,55.89,55.89,I,56.25,I,16 OCT 20,282,.15,X,.16,P,SPY201016P282,.16,N,0,0,1.84%,98.16%,3.62%,.00,0,-.03,.03,0,"8,967",.155,.00,40.38%,0,,
SPY201016C283,52.42,A,-6.29,2,95.22%,4.78%,9.34%,.02,0,-.10,.07,2,8,.12,.00,49.08%,54.89,54.82,Q,55.20,Z,16 OCT 20,283,.16,W,.17,W,SPY201016P283,.27,N,-.02,51,1.95%,98.05%,3.84%,.00,0,-.03,.03,51,"7,333",.165,.00,40.05%,0,,
SPY201016C284,41.30,I,-5.95,5,94.84%,5.16%,10.07%,.02,0,-.10,.07,5,10,.195,.00,49.15%,53.89,53.88,Q,54.29,Q,16 OCT 20,284,.17,W,.18,W,SPY201016P284,.20,A,0,0,2.07%,97.93%,4.06%,.00,0,-.04,.03,0,"3,982",.175,.00,39.70%,0,,
SPY201016C285,49.97,M,+11.07,5,95.33%,4.67%,9.13%,.02,0,-.10,.07,5,30,.105,.00,46.87%,52.89,52.81,Q,53.18,Q,16 OCT 20,285,.18,W,.19,W,SPY201016P285,.22,D,0,0,2.18%,97.82%,4.29%,.00,0,-.04,.03,0,"18,135",.185,.00,39.33%,0,,
SPY201016C286,42.22,I,-2.16,10,95.18%,4.82%,9.42%,.02,0,-.10,.07,10,27,.135,.00,46.32%,51.89,51.85,Q,52.20,Q,16 OCT 20,286,.19,D,.20,W,SPY201016P286,.22,X,0,0,2.30%,97.70%,4.52%,.00,0,-.04,.03,0,"5,091",.195,.00,38.94%,0,,
SPY201016C287,36.78,A,-10.80,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,86,-.035,.00,--,50.89,50.65,Q,51.06,Q,16 OCT 20,287,.20,Z,.21,W,SPY201016P287,.24,I,0,0,2.42%,97.58%,4.75%,.00,0,-.04,.03,0,"4,685",.205,.00,38.53%,0,,
SPY201016C288,37.09,I,-6.32,15,95.66%,4.34%,8.49%,.02,0,-.06,.07,15,738,.055,.00,43.20%,49.89,49.72,Q,50.17,Q,16 OCT 20,288,.21,P,.22,W,SPY201016P288,.25,X,0,0,2.54%,97.46%,4.99%,.00,0,-.04,.04,0,"7,874",.215,.00,38.11%,0,,
SPY201016C289,34.94,A,-7.60,1,95.53%,4.47%,8.75%,.02,0,-.08,.07,1,39,.08,.00,42.61%,48.89,48.81,Q,49.13,Q,16 OCT 20,289,.22,Z,.23,W,SPY201016P289,.31,P,0,0,2.66%,97.34%,5.23%,.00,0,-.04,.04,0,"6,995",.225,.00,37.67%,0,,
SPY201016C290,43.41,I,-.86,19,95.57%,4.43%,8.67%,.02,0,-.08,.07,19,241,.075,.00,41.58%,47.89,47.81,I,48.12,I,16 OCT 20,290,.23,W,.24,W,SPY201016P290,.27,Q,0,0,2.79%,97.21%,5.47%,.00,0,-.04,.04,0,"41,711",.235,.00,37.21%,0,,
SPY201016C291,38.52,Z,+3.19,10,94.70%,5.30%,10.37%,.03,0,-.09,.07,10,113,.22,.00,42.74%,46.89,46.92,Z,47.30,Q,16 OCT 20,291,.24,W,.25,P,SPY201016P291,.25,M,-.09,1,2.91%,97.09%,5.72%,.00,0,-.04,.04,1,"12,696",.245,.00,36.75%,0,,
SPY201016C292,39.54,A,-3.21,2,94.69%,5.31%,10.40%,.03,0,-.09,.07,2,36,.22,.00,41.80%,45.89,45.93,Q,46.29,I,16 OCT 20,292,.26,Q,.27,W,SPY201016P292,.37,Z,0,0,3.13%,96.87%,6.15%,.00,0,-.05,.04,0,"4,814",.265,.00,36.50%,0,,
SPY201016C293,32.83,D,-.05,14,95.81%,4.19%,8.22%,.02,0,-.05,.06,14,38,.045,.00,38.28%,44.89,44.74,Q,45.13,Q,16 OCT 20,293,.27,W,.28,W,SPY201016P293,.38,W,0,0,3.26%,96.74%,6.41%,.00,0,-.05,.04,0,"7,833",.275,.00,36.00%,0,,
SPY201016C294,44.06,A,0,0,94.79%,5.21%,10.20%,.03,0,-.08,.07,0,486,.20,.00,39.66%,43.89,43.90,Q,44.28,Q,16 OCT 20,294,.29,Z,.30,D,SPY201016P294,.42,I,0,0,3.49%,96.51%,6.84%,.00,0,-.05,.05,0,"10,115",.295,.00,35.70%,0,,
SPY201016C295,38.94,I,-1.24,2,94.35%,5.65%,11.06%,.04,0,-.09,.07,2,"9,416",.265,.00,39.64%,42.89,42.98,Q,43.33,Q,16 OCT 20,295,.30,W,.31,W,SPY201016P295,.32,C,-.06,15,3.62%,96.38%,7.12%,.00,0,-.05,.05,15,"50,092",.305,.00,35.17%,0,,
SPY201016C296,38.95,A,+10.78,1,94.69%,5.31%,10.41%,.03,0,-.08,.07,1,"1,581",.21,.00,37.97%,41.89,41.93,Q,42.27,I,16 OCT 20,296,.32,W,.34,W,SPY201016P296,.46,I,0,0,3.89%,96.11%,7.64%,-.01,0,-.06,.05,0,"7,498",.33,.00,34.92%,0,,
SPY201016C297,28.65,C,-3.67,10,93.96%,6.04%,11.83%,.04,0,-.09,.08,10,942,.315,.00,38.48%,40.89,41.04,Q,41.37,Q,16 OCT 20,297,.35,D,.36,W,SPY201016P297,.52,C,0,0,4.17%,95.83%,8.18%,-.01,0,-.06,.06,0,"8,189",.355,.00,34.64%,0,,
SPY201016C298,34.56,C,+7.37,17,95.11%,4.89%,9.59%,.03,0,-.07,.07,17,"1,562",.145,.00,35.23%,39.89,39.89,Q,40.18,Q,16 OCT 20,298,.36,W,.37,W,SPY201016P298,.54,E,0,0,4.32%,95.68%,8.47%,-.01,0,-.06,.06,0,"17,983",.365,.00,34.06%,0,,
SPY201016C299,35.91,D,+8.39,1,94.08%,5.92%,11.61%,.04,0,-.08,.08,1,"1,408",.285,.00,36.29%,38.89,39.00,Q,39.35,Q,16 OCT 20,299,.39,P,.40,W,SPY201016P299,.58,N,0,0,4.64%,95.36%,9.11%,-.01,0,-.06,.06,0,"13,136",.395,.00,33.81%,0,,
SPY201016C300,37.51,Z,0,0,93.99%,6.01%,11.77%,.04,0,-.08,.08,0,"12,456",.29,.00,35.47%,37.89,38.02,Q,38.34,I,16 OCT 20,300,.41,W,.42,W,SPY201016P300,.41,N,-.21,22,4.88%,95.12%,9.58%,-.01,0,-.06,.06,22,"112,353",.415,.00,33.37%,0,,
SPY201016C301,29.39,Z,+4.82,1,94.27%,5.73%,11.23%,.04,0,-.07,.07,1,"1,307",.245,.00,33.98%,36.89,36.96,Z,37.31,Q,16 OCT 20,301,.45,Z,.46,W,SPY201016P301,.67,N,0,0,5.29%,94.71%,10.39%,-.01,0,-.07,.07,0,"5,999",.455,.00,33.20%,0,,
SPY201016C302,31.57,C,-1.22,3,93.33%,6.67%,13.06%,.05,0,-.08,.08,3,"1,333",.365,.00,34.64%,35.89,36.04,H,36.47,P,16 OCT 20,302,.48,P,.49,W,SPY201016P302,.47,C,-.19,1,5.63%,94.37%,11.04%,-.01,0,-.07,.07,1,"11,671",.485,.00,32.85%,0,,
SPY201016C303,33.09,W,0,0,93.08%,6.92%,13.57%,.05,0,-.08,.08,0,"5,023",.39,.00,34.06%,34.89,35.11,I,35.45,I,16 OCT 20,303,.51,Z,.52,W,SPY201016P303,.61,P,0,0,5.97%,94.03%,11.70%,-.01,0,-.08,.08,0,"9,244",.515,.00,32.47%,0,,
SPY201016C304,29.05,E,+2.57,1,93.25%,6.75%,13.23%,.05,0,-.08,.08,1,960,.355,.00,32.77%,33.89,34.09,Q,34.40,Q,16 OCT 20,304,.54,W,.55,Q,SPY201016P304,.76,P,0,0,6.31%,93.69%,12.38%,-.01,0,-.08,.08,0,"14,472",.545,.00,32.06%,0,,
SPY201016C305,29.21,C,-.74,3,92.86%,7.14%,14.00%,.05,0,-.08,.09,3,"4,106",.395,.00,32.37%,32.89,33.15,I,33.42,I,16 OCT 20,305,.58,W,.59,W,SPY201016P305,.58,C,-.19,15,6.74%,93.26%,13.22%,-.01,0,-.08,.08,15,"46,499",.585,.01,31.75%,0,,
SPY201016C306,28.05,Q,-1.68,26,91.95%,8.05%,15.78%,.06,0,-.09,.09,26,"2,224",.505,.01,32.72%,31.89,32.22,I,32.57,I,16 OCT 20,306,.62,W,.63,W,SPY201016P306,.94,I,0,0,7.18%,92.82%,14.07%,-.01,0,-.09,.09,0,"8,070",.625,.01,31.41%,0,,
SPY201016C307,30.17,I,0,0,91.93%,8.07%,15.82%,.06,0,-.08,.09,0,"1,720",.49,.01,31.68%,30.89,31.21,Q,31.55,I,16 OCT 20,307,.67,W,.68,Q,SPY201016P307,1.00,Z,0,0,7.69%,92.31%,15.09%,-.01,0,-.09,.09,0,"15,241",.675,.01,31.14%,0,,
SPY201016C308,27.06,C,0,0,90.32%,9.68%,18.95%,.07,0,-.10,.11,0,"8,087",.70,.01,32.87%,29.89,30.43,Z,30.75,Z,16 OCT 20,308,.72,P,.73,W,SPY201016P308,.73,C,-.37,1,8.22%,91.78%,16.11%,-.01,0,-.09,.10,1,"15,971",.725,.01,30.83%,0,,
SPY201016C309,26.55,A,+4.86,3,90.22%,9.78%,19.16%,.07,0,-.10,.11,3,"1,923",.69,.01,31.88%,28.89,29.43,Q,29.73,Q,16 OCT 20,309,.78,P,.79,P,SPY201016P309,1.17,C,0,0,8.82%,91.18%,17.29%,-.01,0,-.10,.10,0,"14,895",.785,.01,30.58%,0,,
SPY201016C310,26.50,Q,0,0,89.57%,10.43%,20.43%,.07,0,-.10,.12,0,"47,965",.76,.01,31.60%,27.89,28.51,Q,28.79,Q,16 OCT 20,310,.84,W,.85,W,SPY201016P310,.87,C,-.40,1,9.43%,90.57%,18.48%,-.01,0,-.10,.11,1,"145,054",.845,.01,30.28%,0,,
SPY201016C311,24.67,J,+4.69,6,89.06%,10.94%,21.41%,.07,0,-.11,.12,6,"1,455",.805,.01,31.07%,26.89,27.60,I,27.79,Q,16 OCT 20,311,.91,W,.93,W,SPY201016P311,1.36,P,0,0,10.15%,89.85%,19.90%,-.01,0,-.11,.12,0,"15,582",.92,.01,30.08%,0,,
SPY201016C312,25.55,C,0,0,87.88%,12.12%,23.71%,.08,0,-.12,.13,0,"5,335",.955,.01,31.36%,25.89,26.74,Q,26.95,Q,16 OCT 20,312,.98,W,1.00,W,SPY201016P312,.99,C,-.46,5,10.85%,89.15%,21.25%,-.01,0,-.11,.12,5,"16,129",.99,.01,29.78%,0,,
SPY201016C313,24.64,C,0,0,87.54%,12.46%,24.39%,.08,0,-.11,.13,0,"2,204",.97,.01,30.54%,24.89,25.79,I,25.93,I,16 OCT 20,313,1.04,W,1.06,W,SPY201016P313,1.31,A,0,0,11.49%,88.51%,22.51%,-.02,0,-.12,.13,0,"10,356",1.05,.01,29.37%,0,,
SPY201016C314,23.63,A,0,0,87.49%,12.51%,24.50%,.08,0,-.11,.13,0,883,.935,.01,29.35%,23.89,24.74,Q,24.91,Q,16 OCT 20,314,1.12,W,1.13,P,SPY201016P314,1.67,N,0,0,12.24%,87.76%,23.98%,-.02,0,-.12,.13,0,"12,009",1.125,.01,29.03%,0,,
SPY201016C315,22.56,W,0,0,86.47%,13.53%,26.47%,.08,0,-.12,.14,0,"28,570",1.05,.01,29.25%,22.89,23.85,Q,24.03,I,16 OCT 20,315,1.21,Z,1.23,W,SPY201016P315,1.23,A,-.56,20,13.14%,86.86%,25.71%,-.02,0,-.13,.14,20,"67,701",1.22,.01,28.80%,0,,
SPY201016C316,19.83,A,0,0,85.78%,14.22%,27.82%,.08,0,-.12,.15,0,"9,847",1.11,.01,28.72%,21.89,22.90,I,23.10,Q,16 OCT 20,316,1.30,W,1.32,W,SPY201016P316,1.89,E,0,0,14.01%,85.99%,27.42%,-.02,0,-.13,.15,0,"10,988",1.31,.01,28.48%,0,,
SPY201016C317,22.54,A,0,0,84.18%,15.82%,30.95%,.09,0,-.13,.16,0,"5,944",1.325,.01,29.16%,20.89,22.15,I,22.28,I,16 OCT 20,317,1.41,W,1.43,W,SPY201016P317,1.42,C,-.69,5,15.01%,84.99%,29.37%,-.02,0,-.14,.15,5,"11,890",1.42,.01,28.25%,0,,
SPY201016C318,19.06,A,0,0,83.81%,16.19%,31.66%,.09,0,-.13,.16,0,"12,034",1.32,.01,28.14%,19.89,21.11,I,21.31,Q,16 OCT 20,318,1.51,W,1.53,W,SPY201016P318,1.54,I,-.73,11,15.97%,84.03%,31.25%,-.02,0,-.14,.16,11,"19,073",1.52,.01,27.90%,0,,
SPY201016C319,18.75,I,0,0,82.10%,17.90%,34.98%,.09,0,-.14,.17,0,"5,863",1.555,.01,28.54%,18.89,20.39,P,20.50,I,16 OCT 20,319,1.65,W,1.66,P,SPY201016P319,2.52,C,0,0,17.14%,82.86%,33.53%,-.02,0,-.15,.17,0,"10,066",1.655,.01,27.72%,0,,
SPY201016C320,16.28,W,0,0,81.58%,18.42%,36.01%,.09,0,-.14,.18,0,"44,664",1.565,.01,27.57%,17.89,19.38,C,19.53,I,16 OCT 20,320,1.78,I,1.80,W,SPY201016P320,1.77,W,-.85,20,18.33%,81.67%,35.83%,-.03,0,-.16,.18,20,"99,277",1.79,.01,27.48%,0,,
SPY201016C321,18.41,X,0,0,80.33%,19.67%,38.45%,.09,0,-.15,.18,0,"13,753",1.71,.01,27.34%,16.89,18.55,I,18.65,I,16 OCT 20,321,1.89,W,1.91,W,SPY201016P321,2.80,Z,0,0,19.40%,80.60%,37.92%,-.03,0,-.16,.18,0,"8,850",1.90,.01,27.04%,0,,
SPY201016C322,15.09,I,0,0,78.56%,21.44%,41.87%,.09,0,-.16,.19,0,"14,934",1.96,.01,27.59%,15.89,17.80,P,17.90,I,16 OCT 20,322,2.03,I,2.05,W,SPY201016P322,3.02,N,0,0,20.65%,79.35%,40.35%,-.03,0,-.16,.19,0,"22,550",2.04,.01,26.72%,0,,
SPY201016C323,13.92,W,0,0,77.09%,22.91%,44.73%,.09,0,-.16,.20,0,"10,699",2.15,.02,27.44%,14.89,16.97,Q,17.11,Q,16 OCT 20,323,2.20,Q,2.22,W,SPY201016P323,2.23,I,-1.03,1,22.07%,77.93%,43.10%,-.03,0,-.17,.20,1,"10,644",2.21,.02,26.50%,0,,
SPY201016C324,15.38,P,0,0,75.84%,24.16%,47.16%,.09,0,-.17,.21,0,"4,674",2.285,.02,26.96%,13.89,16.11,I,16.24,Q,16 OCT 20,324,2.35,W,2.38,W,SPY201016P324,2.40,Z,-1.07,1,23.43%,76.57%,45.75%,-.03,0,-.17,.21,1,"11,198",2.365,.02,26.15%,0,,
SPY201016C325,15.16,Z,+2.63,19,74.29%,25.71%,50.16%,.09,0,-.17,.22,19,"63,948",2.485,.02,26.75%,12.89,15.32,I,15.43,Q,16 OCT 20,325,2.52,P,2.54,W,SPY201016P325,2.54,J,-1.12,9,24.87%,75.13%,48.55%,-.04,0,-.18,.22,9,"113,441",2.53,.02,25.79%,0,,
SPY201016C326,11.72,Q,0,0,72.70%,27.30%,53.24%,.09,0,-.18,.23,0,"6,521",2.69,.02,26.49%,11.89,14.52,Q,14.64,I,16 OCT 20,326,2.70,Z,2.74,W,SPY201016P326,3.93,Z,0,0,26.45%,73.55%,51.60%,-.04,0,-.18,.22,0,"12,781",2.72,.02,25.48%,0,,
SPY201016C327,10.88,I,0,0,71.45%,28.55%,55.66%,.09,0,-.18,.23,0,"15,877",2.79,.02,25.71%,10.89,13.60,P,13.76,C,16 OCT 20,327,2.91,Z,2.94,P,SPY201016P327,4.21,Z,0,0,28.11%,71.89%,54.82%,-.04,0,-.19,.23,0,"12,999",2.925,.02,25.18%,0,,
SPY201016C328,10.17,N,0,0,69.44%,30.56%,59.54%,.09,0,-.18,.24,0,"10,692",3.10,.02,25.78%,9.89,12.93,I,13.05,Q,16 OCT 20,328,3.12,Z,3.15,Z,SPY201016P328,3.13,W,-1.42,18,29.82%,70.18%,58.13%,-.04,0,-.19,.24,18,"13,874",3.135,.02,24.85%,0,,
SPY201016C329,9.59,N,0,0,67.71%,32.29%,62.90%,.09,0,-.19,.25,0,"5,419",3.32,.02,25.40%,8.89,12.15,Q,12.27,I,16 OCT 20,329,3.36,N,3.39,P,SPY201016P329,3.42,C,-1.41,1,31.67%,68.33%,61.71%,-.05,0,-.20,.25,1,"10,652",3.375,.02,24.57%,0,,
SPY201016C330,11.30,P,+2.50,10,65.93%,34.07%,66.33%,.09,0,-.19,.25,10,"53,612",3.54,.02,24.96%,7.89,11.38,I,11.48,I,16 OCT 20,330,3.60,Z,3.62,Z,SPY201016P330,3.63,Q,-1.50,217,33.54%,66.46%,65.32%,-.05,0,-.20,.25,217,"74,759",3.61,.02,24.20%,0,,
SPY201016C331,8.25,A,0,0,64.21%,35.79%,69.65%,.09,0,-.19,.26,0,"8,533",3.71,.02,24.27%,6.89,10.55,I,10.65,I,16 OCT 20,331,3.85,W,3.89,P,SPY201016P331,5.35,J,0,0,35.53%,64.47%,69.16%,-.05,0,-.20,.26,0,"9,966",3.87,.02,23.87%,0,,
SPY201016C332,9.81,I,+2.14,2,62.17%,37.83%,73.58%,.08,0,-.19,.26,2,"19,315",3.985,.02,23.92%,5.89,9.83,I,9.92,P,16 OCT 20,332,4.13,P,4.17,Z,SPY201016P332,5.81,J,0,0,37.61%,62.39%,73.17%,-.05,0,-.20,.26,0,"10,031",4.15,.02,23.54%,0,,
SPY201016C333,6.99,X,0,0,59.87%,40.13%,78.00%,.08,0,-.19,.27,0,"23,151",4.37,.02,23.90%,4.89,9.22,I,9.30,I,16 OCT 20,333,4.44,N,4.47,Z,SPY201016P333,4.44,P,-1.78,1,39.79%,60.21%,77.37%,-.06,0,-.20,.27,1,"8,101",4.455,.02,23.23%,0,,
SPY201016C334,8.42,I,+2.00,3,57.58%,42.42%,82.39%,.08,0,-.20,.27,3,"8,158",4.75,.02,23.79%,3.89,8.60,I,8.68,I,16 OCT 20,334,4.74,Z,4.78,Z,SPY201016P334,4.76,C,-1.90,2,42.03%,57.97%,81.66%,-.06,0,-.21,.27,2,"9,933",4.76,.02,22.85%,0,,
SPY201016C335,7.92,I,+2.14,56,55.49%,44.51%,86.41%,.08,0,-.19,.28,56,"56,983",4.945,.02,22.92%,2.89,7.80,I,7.87,P,16 OCT 20,335,5.08,Z,5.11,Z,SPY201016P335,5.12,C,-1.98,88,44.37%,55.63%,86.15%,-.07,0,-.21,.28,88,"66,801",5.095,.02,22.49%,0,,
SPY201016C336,7.23,N,+1.85,9,53.09%,46.91%,91.01%,.07,0,-.19,.28,9,"6,569",5.32,.02,22.63%,1.89,7.18,P,7.24,P,16 OCT 20,336,5.44,Z,5.48,Z,SPY201016P336,5.55,I,-1.91,5,46.81%,53.19%,90.82%,-.07,0,-.20,.28,5,"7,131",5.46,.03,22.17%,0,,
SPY201016C337,6.66,N,+1.91,108,50.59%,49.41%,95.77%,.07,0,-.19,.28,108,"19,499",5.80,.02,22.63%,.89,6.66,Z,6.72,I,16 OCT 20,337,5.93,D,5.96,Z,SPY201016P337,7.91,D,0,0,49.36%,50.64%,95.69%,-.07,0,-.21,.28,0,"7,255",5.945,.03,22.18%,0,,
SPY201016C338,6.17,J,+1.86,13,48.09%,51.91%,99.41%,.07,0,-.19,.28,13,"9,946",6.09,.03,22.25%,0,6.07,P,6.11,Z,16 OCT 20,338,6.26,Z,6.29,Z,SPY201016P338,6.29,A,-2.34,1,51.91%,48.09%,99.39%,-.08,0,-.20,.28,1,"5,754",6.165,.03,21.56%,.11,,
SPY201016C339,3.79,P,0,0,45.52%,54.48%,93.99%,.07,0,-.19,.28,0,"17,347",5.495,.03,21.81%,0,5.47,P,5.52,W,16 OCT 20,339,6.69,W,6.73,Z,SPY201016P339,7.69,P,0,0,54.56%,45.44%,93.82%,-.08,0,-.20,.28,0,"9,661",5.60,.03,21.21%,1.11,,
SPY201016C340,4.98,A,+1.49,20,42.89%,57.11%,88.48%,.06,0,-.18,.28,20,"42,620",4.96,.03,21.48%,0,4.94,P,4.98,W,16 OCT 20,340,7.18,W,7.23,I,SPY201016P340,7.20,J,-2.61,1,57.23%,42.77%,88.21%,-.09,0,-.20,.28,1,"40,748",5.095,.03,20.98%,2.11,,
SPY201016C341,4.48,A,+1.42,108,40.30%,59.70%,83.07%,.06,0,-.18,.28,108,"15,317",4.515,.03,21.38%,0,4.50,Z,4.53,Z,16 OCT 20,341,7.65,I,7.72,I,SPY201016P341,9.95,Z,0,0,59.99%,40.01%,82.45%,-.09,0,-.19,.28,0,"6,669",4.575,.03,20.60%,3.11,,
SPY201016C342,3.97,C,+1.29,1,37.69%,62.31%,77.61%,.06,0,-.18,.27,1,"23,300",4.065,.03,21.16%,0,4.05,P,4.08,Z,16 OCT 20,342,8.12,P,8.23,H,SPY201016P342,10.56,E,0,0,62.82%,37.18%,76.53%,-.09,0,-.18,.27,0,"4,276",4.065,.03,20.15%,4.11,,
SPY201016C343,3.58,A,+1.17,30,34.97%,65.03%,71.93%,.05,0,-.17,.27,30,"10,814",3.59,.03,20.75%,0,3.57,W,3.61,P,16 OCT 20,343,8.88,Q,8.96,N,SPY201016P343,10.72,C,0,0,65.16%,34.84%,71.66%,-.10,0,-.18,.27,0,"3,282",3.81,.03,20.54%,5.11,,
SPY201016C344,3.20,M,+1.03,3,32.47%,67.53%,66.74%,.05,0,-.16,.26,3,"11,626",3.235,.03,20.68%,0,3.22,P,3.25,W,16 OCT 20,344,9.38,I,9.47,I,SPY201016P344,12.42,Z,0,0,68.09%,31.91%,65.57%,-.10,0,-.17,.26,0,"6,036",3.315,.03,19.92%,6.11,,
SPY201016C345,2.91,X,+1.04,8,29.84%,70.16%,61.29%,.04,0,-.16,.25,8,"80,515",2.845,.02,20.37%,0,2.83,I,2.86,P,16 OCT 20,345,10.05,I,10.14,Z,SPY201016P345,11.78,E,0,0,70.62%,29.38%,60.33%,-.11,0,-.17,.25,0,"40,469",2.985,.03,19.83%,7.11,,
SPY201016C346,2.49,X,+.83,1,27.37%,72.63%,56.16%,.04,0,-.15,.24,1,"10,955",2.515,.02,20.19%,0,2.50,Z,2.53,I,16 OCT 20,346,10.64,I,10.74,I,SPY201016P346,14.04,C,0,0,73.48%,26.52%,54.41%,-.11,0,-.16,.24,0,"4,909",2.58,.02,19.31%,8.11,,
SPY201016C347,2.23,E,+.62,2,25.11%,74.89%,51.49%,.04,0,-.14,.23,2,"12,263",2.245,.02,20.16%,0,2.23,P,2.26,Z,16 OCT 20,347,11.37,I,11.46,I,SPY201016P347,14.18,E,0,0,75.86%,24.14%,49.48%,-.12,0,-.15,.23,0,"6,838",2.305,.02,19.22%,9.11,,
SPY201016C348,1.25,C,0,0,22.70%,77.30%,46.52%,.03,0,-.13,.22,0,"6,775",1.945,.02,19.89%,0,1.93,N,1.96,Q,16 OCT 20,348,12.07,I,12.17,I,SPY201016P348,13.63,I,0,0,78.38%,21.62%,44.28%,-.12,0,-.14,.21,0,"4,582",2.01,.02,18.92%,10.11,,
SPY201016C349,1.27,X,0,0,20.58%,79.42%,42.14%,.03,0,-.13,.21,0,"7,492",1.71,.02,19.81%,0,1.70,I,1.72,P,16 OCT 20,349,12.85,I,12.97,I,SPY201016P349,14.57,C,0,0,80.47%,19.53%,39.98%,-.12,0,-.13,.20,0,"3,529",1.80,.02,18.90%,11.11,,
SPY201016C350,1.50,P,+.54,31,18.68%,81.32%,38.23%,.03,0,-.12,.20,31,"142,268",1.515,.02,19.81%,0,1.51,Z,1.52,Q,16 OCT 20,350,13.70,Z,13.83,P,SPY201016P350,13.62,C,-3.38,3,82.14%,17.86%,36.53%,-.13,0,-.13,.19,3,"61,995",1.655,.02,19.11%,12.11,,
SPY201016C351,.83,N,0,0,16.84%,83.16%,34.44%,.03,0,-.11,.19,0,"6,468",1.33,.02,19.77%,0,1.32,P,1.34,Q,16 OCT 20,351,14.51,I,14.65,Q,SPY201016P351,17.61,P,0,0,84.05%,15.95%,32.60%,-.13,0,-.12,.18,0,"1,900",1.47,.02,19.02%,13.11,,
