,Option Code,LAST,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Volume.1,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,ASK,Exp,Strike
901,SPY200619C105,205.9,0.86,<empty>,1,73.43%,26.57%,42.81%,0.01,-0.03,0.07,1,1,0.035,0.0,422.38%,200.9,0.0,200.935,200.74,201.13,19 JUN 20,105
902,SPY200619C110,135.59,0.86,-5.05,2,75.43%,24.57%,40.18%,0.01,-0.05,0.07,2,5,0.05,0.0,393.55%,195.9,0.0,195.95,195.75,196.15,19 JUN 20,110
903,SPY200619C115,195.91,0.86,<empty>,1,77.25%,22.75%,37.72%,0.01,-0.05,0.07,1,1,0.055,0.0,367.09%,190.9,0.0,190.955,190.74,191.17,19 JUN 20,115
904,SPY200619C120,158.5,0.86,+9.80,6,78.95%,21.05%,35.36%,0.01,-0.03,0.07,6,1,0.03,0.0,342.44%,185.9,0.0,185.93,185.73,186.13,19 JUN 20,120
905,SPY200619C125,136.7,0.87,-.34,13,80.43%,19.57%,33.25%,0.01,-0.04,0.08,13,13,0.04,0.0,320.21%,180.9,0.0,180.94,180.74,181.14,19 JUN 20,125
906,SPY200619C130,151.7,0.87,+23.20,12,81.78%,18.22%,31.31%,0.01,-0.05,0.08,12,13,0.05,0.0,299.70%,175.9,0.0,175.95,175.75,176.15,19 JUN 20,130
907,SPY200619C135,175.93,0.87,-10.42,1,83.00%,17.00%,29.50%,0.01,-0.06,0.08,1,1,0.06,0.0,280.72%,170.9,0.0,170.96,170.75,171.17,19 JUN 20,135
908,SPY200619C140,145.59,0.88,+32.98,1,84.14%,15.86%,27.77%,0.01,-0.05,0.08,1,40,0.05,0.0,262.84%,165.9,0.0,165.95,165.75,166.15,19 JUN 20,140
909,SPY200619C145,146.88,0.88,-.39,16,85.20%,14.80%,26.14%,0.01,-0.04,0.08,16,58,0.035,0.0,246.13%,160.9,0.0,160.935,160.73,161.14,19 JUN 20,145
910,SPY200619C150,141.88,0.88,-.44,16,86.14%,13.86%,24.69%,0.01,-0.04,0.08,16,147,0.04,0.0,230.77%,155.9,0.0,155.94,155.74,156.14,19 JUN 20,150
911,SPY200619C155,72.43,0.89,-13.45,2,86.98%,13.02%,23.35%,0.01,-0.05,0.08,2,39,0.05,0.0,216.47%,150.9,0.0,150.95,150.75,151.15,19 JUN 20,155
912,SPY200619C160,119.53,0.89,-8.03,2,87.81%,12.19%,22.03%,0.01,-0.04,0.08,2,32,0.035,0.0,202.76%,145.9,0.0,145.935,145.73,146.14,19 JUN 20,160
913,SPY200619C165,66.61,0.89,-9.41,10,88.54%,11.46%,20.85%,0.01,-0.04,0.08,10,10,0.035,0.0,190.06%,140.9,0.0,140.935,140.73,141.14,19 JUN 20,165
914,SPY200619C170,115.93,0.9,-1.14,11,89.16%,10.84%,19.82%,0.01,-0.05,0.08,11,148,0.055,0.0,178.36%,135.9,0.0,135.955,135.75,136.16,19 JUN 20,170
915,SPY200619C175,120.75,0.9,+9.78,2,89.75%,10.25%,18.86%,0.01,-0.07,0.08,2,112,0.07,0.0,167.28%,130.9,0.0,130.97,130.76,131.18,19 JUN 20,175
916,SPY200619C180,104.0,0.9,-8.00,2,90.32%,9.68%,17.90%,0.01,-0.06,0.08,2,116,0.065,0.0,156.57%,125.9,0.0,125.965,125.76,126.17,19 JUN 20,180
917,SPY200619C185,112.31,0.91,+17.47,4,90.87%,9.13%,16.97%,0.01,-0.05,0.08,4,8,0.055,0.0,146.38%,120.9,0.0,120.955,120.76,121.15,19 JUN 20,185
918,SPY200619C190,103.7,0.91,+2.70,7,91.31%,8.69%,16.22%,0.01,-0.07,0.08,7,"1,381",0.07,0.0,137.04%,115.9,0.0,115.97,115.77,116.17,19 JUN 20,190
919,SPY200619C195,102.36,0.91,+4.21,4,91.74%,8.26%,15.49%,0.01,-0.07,0.08,4,89,0.075,0.0,128.06%,110.9,0.0,110.975,110.77,111.18,19 JUN 20,195
920,SPY200619C200,100.79,0.92,0,0,92.18%,7.82%,14.74%,0.01,-0.07,0.08,0,"12,494",0.065,0.0,119.34%,105.9,0.0,105.965,105.76,106.17,19 JUN 20,200
921,SPY200619C201,81.76,0.92,+20.59,6,92.21%,7.79%,14.68%,0.01,-0.08,0.08,6,6,0.08,0.0,117.87%,104.9,0.0,104.98,104.78,105.18,19 JUN 20,201
922,SPY200619C202,75.97,0.92,+14.55,3,92.29%,7.71%,14.55%,0.01,-0.08,0.08,3,0,0.08,0.0,116.22%,103.9,0.0,103.98,103.78,104.18,19 JUN 20,202
923,SPY200619C203,85.63,0.92,+5.54,1,92.38%,7.62%,14.39%,0.01,-0.08,0.08,1,8,0.075,0.0,114.52%,102.9,0.0,102.975,102.78,103.17,19 JUN 20,203
924,SPY200619C204,0.0,0.92,0,<empty>,92.45%,7.55%,14.26%,0.01,-0.08,0.08,<empty>,10,0.075,0.0,112.90%,101.9,0.0,101.975,101.77,102.18,19 JUN 20,204
925,SPY200619C205,99.31,0.92,0,0,92.45%,7.55%,14.27%,0.01,-0.1,0.08,0,127,0.1,0.0,111.63%,100.9,0.0,101.0,100.8,101.2,19 JUN 20,205
926,SPY200619C206,83.87,0.92,+11.65,1,92.53%,7.47%,14.12%,0.01,-0.1,0.08,1,3,0.095,0.0,109.98%,99.9,0.0,99.995,99.79,100.2,19 JUN 20,206
927,SPY200619C207,57.51,0.92,+5.53,2,92.66%,7.34%,13.89%,0.01,-0.08,0.08,2,3,0.075,0.0,108.14%,98.9,0.0,98.975,98.77,99.18,19 JUN 20,207
928,SPY200619C208,28.82,0.92,<empty>,210,92.69%,7.31%,13.86%,0.01,-0.09,0.08,210,351,0.09,0.0,106.79%,97.9,0.0,97.99,97.79,98.19,19 JUN 20,208
929,SPY200619C209,55.77,0.92,+27.62,1,92.71%,7.29%,13.82%,0.01,-0.11,0.08,1,107,0.105,0.0,105.45%,96.9,0.0,97.005,96.8,97.21,19 JUN 20,209
930,SPY200619C210,93.52,0.92,+3.91,1,92.74%,7.26%,13.76%,0.01,-0.11,0.07,1,201,0.115,0.0,104.06%,95.9,93.52,96.015,95.83,96.2,19 JUN 20,210
931,SPY200619C211,84.12,0.92,+6.68,1,92.88%,7.12%,13.51%,0.01,-0.09,0.07,1,73,0.09,0.0,102.21%,94.9,0.0,94.99,94.79,95.19,19 JUN 20,211
932,SPY200619C212,78.94,0.92,+23.54,1,92.91%,7.09%,13.46%,0.01,-0.1,0.07,1,75,0.1,0.0,100.85%,93.9,0.0,94.0,93.8,94.2,19 JUN 20,212
933,SPY200619C213,72.66,0.92,-2.02,94,92.93%,7.07%,13.44%,0.01,-0.12,0.07,94,76,0.115,0.0,99.57%,92.9,0.0,93.015,92.81,93.22,19 JUN 20,213
934,SPY200619C214,73.18,0.92,-8.07,1,93.02%,6.98%,13.28%,0.01,-0.11,0.07,1,404,0.105,0.0,97.97%,91.9,0.0,92.005,91.82,92.19,19 JUN 20,214
935,SPY200619C215,78.5,0.93,+1.52,6,93.06%,6.94%,13.20%,0.01,-0.11,0.07,6,367,0.11,0.0,96.59%,90.9,0.0,91.01,90.82,91.2,19 JUN 20,215
936,SPY200619C216,80.45,0.93,+1.14,15,93.11%,6.89%,13.13%,0.01,-0.11,0.07,15,151,0.115,0.0,95.21%,89.9,0.0,90.015,89.83,90.2,19 JUN 20,216
937,SPY200619C217,79.46,0.93,+3.45,10,93.13%,6.87%,13.09%,0.01,-0.13,0.07,10,157,0.125,0.0,93.92%,88.9,0.0,89.025,88.84,89.21,19 JUN 20,217
938,SPY200619C218,83.33,0.93,+9.40,2,93.18%,6.82%,13.00%,0.01,-0.13,0.07,2,222,0.125,0.0,92.51%,87.9,0.0,88.025,87.84,88.21,19 JUN 20,218
939,SPY200619C219,85.84,0.93,+21.17,6,93.20%,6.80%,12.97%,0.01,-0.14,0.07,6,69,0.135,0.0,91.25%,86.9,0.0,87.035,86.85,87.22,19 JUN 20,219
940,SPY200619C220,83.57,0.93,+1.95,1,93.27%,6.73%,12.84%,0.01,-0.13,0.07,1,"1,282",0.13,0.0,89.79%,85.9,83.57,86.03,85.85,86.21,19 JUN 20,220
941,SPY200619C221,66.71,0.93,+5.87,4,93.36%,6.64%,12.69%,0.01,-0.12,0.07,4,"1,215",0.12,0.0,88.28%,84.9,0.0,85.02,84.84,85.2,19 JUN 20,221
942,SPY200619C222,67.1,0.93,+.50,1,93.34%,6.66%,12.73%,0.02,-0.14,0.07,1,394,0.14,0.0,87.20%,83.9,0.0,84.04,83.86,84.22,19 JUN 20,222
943,SPY200619C223,65.97,0.93,+4.94,2,93.37%,6.63%,12.68%,0.02,-0.15,0.07,2,431,0.145,0.0,85.92%,82.9,0.0,83.045,82.86,83.23,19 JUN 20,223
944,SPY200619C224,63.53,0.93,+27.14,1,93.24%,6.76%,12.93%,0.02,-0.15,0.07,1,"1,049",0.195,0.0,85.27%,81.9,0.0,82.095,81.94,82.25,19 JUN 20,224
945,SPY200619C225,78.13,0.93,+1.88,1,93.42%,6.58%,12.59%,0.02,-0.15,0.07,1,"1,076",0.155,0.0,83.40%,80.9,0.0,81.055,80.87,81.24,19 JUN 20,225
946,SPY200619C226,75.85,0.93,0,0,93.48%,6.52%,12.48%,0.02,-0.15,0.07,0,764,0.15,0.0,82.02%,79.9,0.0,80.05,79.87,80.23,19 JUN 20,226
947,SPY200619C227,69.96,0.93,+16.15,3,93.51%,6.49%,12.44%,0.02,-0.14,0.07,3,664,0.155,0.0,80.79%,78.9,0.0,79.055,78.88,79.23,19 JUN 20,227
948,SPY200619C228,69.59,0.93,+19.75,1,93.47%,6.53%,12.51%,0.02,-0.14,0.07,1,"1,098",0.175,0.0,79.78%,77.9,0.0,78.075,77.93,78.22,19 JUN 20,228
949,SPY200619C229,54.34,0.93,-3.52,1,93.59%,6.41%,12.30%,0.02,-0.14,0.07,1,890,0.155,0.0,78.23%,76.9,0.0,77.055,77.02,77.09,19 JUN 20,229
950,SPY200619C230,73.03,0.93,0,0,93.63%,6.37%,12.23%,0.02,-0.13,0.07,0,"1,578",0.155,0.0,76.96%,75.9,0.0,76.055,76.02,76.09,19 JUN 20,230
951,SPY200619C231,70.69,0.93,+13.63,1,93.62%,6.38%,12.24%,0.02,-0.13,0.07,1,"1,176",0.165,0.0,75.85%,74.9,0.0,75.065,75.03,75.1,19 JUN 20,231
952,SPY200619C232,58.75,0.94,+5.00,2,93.84%,6.16%,11.84%,0.02,-0.12,0.07,2,662,0.12,0.0,73.97%,73.9,0.0,74.02,73.95,74.09,19 JUN 20,232
953,SPY200619C233,64.11,0.93,+5.32,1,93.65%,6.35%,12.20%,0.02,-0.13,0.07,1,"2,876",0.175,0.0,73.52%,72.9,0.0,73.075,73.04,73.11,19 JUN 20,233
954,SPY200619C234,60.98,0.94,+6.50,1,93.77%,6.23%,11.99%,0.02,-0.12,0.07,1,"2,030",0.155,0.0,72.02%,71.9,0.0,72.055,71.99,72.12,19 JUN 20,234
955,SPY200619C235,70.05,0.94,+.75,8,93.69%,6.31%,12.13%,0.02,-0.12,0.07,8,"3,599",0.18,0.0,71.17%,70.9,70.05,71.08,71.05,71.11,19 JUN 20,235
956,SPY200619C236,45.46,0.94,-10.78,1,93.53%,6.47%,12.44%,0.02,-0.12,0.07,1,"1,317",0.225,0.0,70.61%,69.9,0.0,70.125,69.98,70.27,19 JUN 20,236
957,SPY200619C237,60.37,0.94,+1.22,1,93.68%,6.32%,12.16%,0.02,-0.12,0.07,1,"2,499",0.195,0.0,69.00%,68.9,0.0,69.095,68.92,69.27,19 JUN 20,237
958,SPY200619C238,64.0,0.94,0,0,93.84%,6.16%,11.86%,0.02,-0.11,0.07,0,"3,677",0.165,0.0,67.39%,67.9,0.0,68.065,68.0,68.13,19 JUN 20,238
959,SPY200619C239,50.32,0.94,+4.33,1,93.69%,6.31%,12.16%,0.02,-0.11,0.07,1,"3,115",0.205,0.0,66.80%,66.9,0.0,67.105,67.06,67.15,19 JUN 20,239
960,SPY200619C240,64.58,0.94,+1.75,1,93.48%,6.52%,12.55%,0.02,-0.11,0.07,1,"10,238",0.255,0.0,66.35%,65.9,64.58,66.155,66.02,66.29,19 JUN 20,240
961,SPY200619C241,62.36,0.94,+1.91,2,93.68%,6.32%,12.18%,0.02,-0.11,0.07,2,"2,643",0.215,0.0,64.64%,64.9,0.0,65.115,64.92,65.31,19 JUN 20,241
962,SPY200619C242,63.09,0.94,0,0,93.79%,6.21%,11.98%,0.02,-0.1,0.07,0,"1,953",0.195,0.0,63.22%,63.9,0.0,64.095,64.04,64.15,19 JUN 20,242
963,SPY200619C243,60.7,0.94,0,0,93.64%,6.36%,12.27%,0.02,-0.1,0.07,0,"1,447",0.23,0.0,62.60%,62.9,0.0,63.13,62.93,63.33,19 JUN 20,243
964,SPY200619C244,56.7,0.94,+5.09,1,93.53%,6.47%,12.48%,0.03,-0.1,0.07,1,"2,718",0.255,0.0,61.84%,61.9,0.0,62.155,61.98,62.33,19 JUN 20,244
965,SPY200619C245,60.16,0.94,+.41,14,93.61%,6.39%,12.33%,0.03,-0.1,0.07,14,"6,817",0.24,0.0,60.53%,60.9,60.16,61.14,61.09,61.19,19 JUN 20,245
966,SPY200619C246,51.76,0.94,+1.05,1,93.82%,6.18%,11.94%,0.02,-0.1,0.07,1,"2,340",0.2,0.0,58.86%,59.9,0.0,60.1,60.01,60.19,19 JUN 20,246
967,SPY200619C247,57.21,0.94,+9.96,1,93.77%,6.23%,12.03%,0.03,-0.09,0.07,1,"2,475",0.21,0.0,57.92%,58.9,0.0,59.11,59.02,59.2,19 JUN 20,247
968,SPY200619C248,53.9,0.94,0,0,93.73%,6.27%,12.13%,0.03,-0.09,0.07,0,"2,695",0.22,0.0,56.99%,57.9,0.0,58.12,58.03,58.21,19 JUN 20,248
969,SPY200619C249,54.95,0.94,0,0,93.68%,6.32%,12.23%,0.03,-0.09,0.07,0,"3,788",0.23,0.0,56.06%,56.9,0.0,57.13,57.04,57.22,19 JUN 20,249
970,SPY200619C250,56.25,0.94,+2.19,23,93.17%,6.83%,13.19%,0.03,-0.1,0.07,23,"23,847",0.325,0.0,56.34%,55.9,56.25,56.225,56.05,56.4,19 JUN 20,250
971,SPY200619C251,53.41,0.94,0,0,93.56%,6.44%,12.45%,0.03,-0.09,0.07,0,"5,022",0.25,0.0,54.24%,54.9,0.0,55.15,55.06,55.24,19 JUN 20,251
972,SPY200619C252,52.22,0.94,+2.89,1,92.82%,7.18%,13.87%,0.04,-0.1,0.08,1,"4,708",0.385,0.0,55.07%,53.9,0.0,54.285,54.15,54.42,19 JUN 20,252
973,SPY200619C253,53.1,0.94,+3.62,1,93.20%,6.80%,13.15%,0.03,-0.09,0.07,1,"6,782",0.31,0.0,53.03%,52.9,0.0,53.21,53.16,53.26,19 JUN 20,253
974,SPY200619C254,51.56,0.94,0,0,92.91%,7.09%,13.72%,0.04,-0.09,0.07,0,"4,956",0.36,0.0,52.68%,51.9,0.0,52.26,52.18,52.34,19 JUN 20,254
975,SPY200619C255,50.87,0.94,+.77,1,92.87%,7.13%,13.79%,0.04,-0.09,0.07,1,"9,869",0.36,0.0,51.67%,50.9,50.87,51.26,51.2,51.32,19 JUN 20,255
976,SPY200619C256,49.35,0.94,+3.49,1,92.81%,7.19%,13.91%,0.04,-0.09,0.08,1,"6,700",0.365,0.0,50.73%,49.9,49.35,50.265,50.21,50.32,19 JUN 20,256
977,SPY200619C257,44.59,0.94,0,0,92.80%,7.20%,13.93%,0.04,-0.08,0.08,0,"6,592",0.36,0.0,49.67%,48.9,0.0,49.26,49.19,49.33,19 JUN 20,257
978,SPY200619C258,47.06,0.94,+3.59,3,92.56%,7.44%,14.41%,0.04,-0.09,0.08,3,"5,126",0.395,0.0,49.14%,47.9,47.06,48.295,48.22,48.37,19 JUN 20,258
979,SPY200619C259,45.97,0.94,+1.05,1,92.25%,7.75%,15.01%,0.04,-0.09,0.08,1,"3,759",0.44,0.0,48.73%,46.9,45.97,47.34,47.28,47.4,19 JUN 20,259
980,SPY200619C260,46.46,0.93,+.40,34,92.16%,7.84%,15.18%,0.04,-0.09,0.08,34,"28,320",0.445,0.0,47.81%,45.9,46.46,46.345,46.29,46.4,19 JUN 20,260
981,SPY200619C261,43.27,0.93,0,0,92.10%,7.90%,15.30%,0.05,-0.08,0.08,0,"3,325",0.445,0.0,46.84%,44.9,0.0,45.345,45.25,45.44,19 JUN 20,261
982,SPY200619C262,43.32,0.93,+3.56,2,91.71%,8.29%,16.06%,0.05,-0.09,0.08,2,"4,408",0.5,0.0,46.54%,43.9,43.32,44.4,44.34,44.46,19 JUN 20,262
983,SPY200619C263,42.52,0.93,0,0,91.57%,8.43%,16.33%,0.05,-0.09,0.09,0,"3,806",0.51,0.0,45.69%,42.9,0.0,43.41,43.33,43.49,19 JUN 20,263
984,SPY200619C264,41.6,0.93,+.70,5,91.22%,8.78%,17.00%,0.05,-0.09,0.09,5,"6,532",0.555,0.0,45.24%,41.9,41.6,42.455,42.4,42.51,19 JUN 20,264
985,SPY200619C265,41.56,0.93,+1.62,33,90.98%,9.02%,17.47%,0.05,-0.09,0.09,33,"21,954",0.58,0.0,44.56%,40.9,41.56,41.48,41.42,41.54,19 JUN 20,265
986,SPY200619C266,39.75,0.93,+2.84,10,90.90%,9.10%,17.62%,0.06,-0.09,0.09,10,"7,889",0.575,0.0,43.55%,39.9,39.75,40.475,40.38,40.57,19 JUN 20,266
987,SPY200619C267,37.53,0.92,0,0,90.56%,9.44%,18.29%,0.06,-0.09,0.09,0,"7,141",0.615,0.0,43.03%,38.9,0.0,39.515,39.44,39.59,19 JUN 20,267
988,SPY200619C268,37.74,0.92,+1.23,1,90.29%,9.71%,18.81%,0.06,-0.09,0.1,1,"14,050",0.64,0.0,42.35%,37.9,37.74,38.54,38.45,38.63,19 JUN 20,268
989,SPY200619C269,33.74,0.92,0,0,89.72%,10.28%,19.90%,0.06,-0.09,0.1,0,"7,713",0.715,0.01,42.15%,36.9,0.0,37.615,37.56,37.67,19 JUN 20,269
990,SPY200619C270,36.14,0.91,+.14,189,89.21%,10.79%,20.89%,0.07,-0.1,0.11,189,"21,013",0.78,0.01,41.82%,35.9,36.17,36.68,36.51,36.85,19 JUN 20,270
991,SPY200619C271,34.93,0.91,+3.71,10,89.14%,10.86%,21.03%,0.07,-0.1,0.11,10,"9,234",0.765,0.01,40.72%,34.9,34.93,35.665,35.58,35.75,19 JUN 20,271
992,SPY200619C272,33.83,0.91,0,0,88.74%,11.26%,21.79%,0.07,-0.1,0.11,0,"12,311",0.805,0.01,40.14%,33.9,0.0,34.705,34.61,34.8,19 JUN 20,272
993,SPY200619C273,29.66,0.9,0,0,88.17%,11.83%,22.89%,0.07,-0.1,0.11,0,"9,762",0.875,0.01,39.80%,32.9,0.0,33.775,33.71,33.84,19 JUN 20,273
994,SPY200619C274,32.68,0.9,0,0,87.81%,12.19%,23.58%,0.07,-0.1,0.12,0,"6,077",0.905,0.01,39.09%,31.9,0.0,32.805,32.72,32.89,19 JUN 20,274
995,SPY200619C275,31.98,0.89,+1.16,126,87.06%,12.94%,25.03%,0.07,-0.11,0.12,126,"31,017",1.005,0.01,38.95%,30.9,31.98,31.905,31.86,31.95,19 JUN 20,275
996,SPY200619C276,31.02,0.89,+1.99,17,86.50%,13.50%,26.12%,0.08,-0.11,0.13,17,"4,903",1.07,0.01,38.48%,29.9,31.02,30.97,30.94,31.0,19 JUN 20,276
997,SPY200619C277,30.15,0.88,+4.25,31,85.92%,14.08%,27.24%,0.08,-0.11,0.13,31,"14,459",1.135,0.01,37.99%,28.9,30.15,30.035,30.0,30.07,19 JUN 20,277
998,SPY200619C278,28.18,0.88,+.06,10,85.35%,14.65%,28.32%,0.08,-0.12,0.14,10,"8,803",1.195,0.01,37.43%,27.9,28.24,29.095,29.06,29.13,19 JUN 20,278
999,SPY200619C279,26.76,0.87,+.49,1,84.72%,15.28%,29.54%,0.08,-0.12,0.14,1,"6,800",1.265,0.01,36.93%,26.9,26.76,28.165,28.13,28.2,19 JUN 20,279
1000,SPY200619C280,27.36,0.87,+1.33,742,83.93%,16.07%,31.05%,0.08,-0.12,0.15,742,"83,155",1.365,0.01,36.60%,25.9,27.48,27.265,27.2,27.33,19 JUN 20,280
1001,SPY200619C281,22.33,0.86,0,0,83.25%,16.75%,32.36%,0.08,-0.12,0.15,0,"6,625",1.44,0.01,36.07%,24.9,0.0,26.34,26.24,26.44,19 JUN 20,281
1002,SPY200619C282,25.48,0.85,+.33,20,82.65%,17.35%,33.52%,0.09,-0.13,0.16,20,"11,963",1.495,0.01,35.38%,23.9,25.48,25.395,25.36,25.43,19 JUN 20,282
1003,SPY200619C283,23.99,0.85,+1.32,32,81.86%,18.14%,35.02%,0.09,-0.13,0.16,32,"7,808",1.585,0.01,34.89%,22.9,23.99,24.485,24.45,24.52,19 JUN 20,283
1004,SPY200619C284,22.74,0.84,-.81,150,81.06%,18.94%,36.56%,0.09,-0.13,0.17,150,"11,664",1.675,0.01,34.37%,21.9,22.74,23.575,23.54,23.61,19 JUN 20,284
1005,SPY200619C285,22.81,0.83,+.38,185,80.04%,19.96%,38.51%,0.09,-0.14,0.18,185,"29,081",1.81,0.01,34.08%,20.9,22.9,22.71,22.62,22.8,19 JUN 20,285
1006,SPY200619C286,21.79,0.82,+1.60,60,79.26%,20.74%,40.00%,0.09,-0.14,0.18,60,"14,224",1.885,0.01,33.41%,19.9,21.79,21.785,21.75,21.82,19 JUN 20,286
1007,SPY200619C287,20.53,0.81,+1.26,223,78.31%,21.69%,41.81%,0.09,-0.14,0.19,223,"9,814",1.995,0.01,32.90%,18.9,20.63,20.895,20.86,20.93,19 JUN 20,287
1008,SPY200619C288,20.2,0.8,+1.55,"3,130",77.18%,22.82%,43.97%,0.09,-0.14,0.19,"3,130","13,367",2.145,0.01,32.56%,17.9,20.2,20.045,19.95,20.14,19 JUN 20,288
1009,SPY200619C289,19.09,0.79,+1.05,28,76.23%,23.77%,45.80%,0.09,-0.15,0.2,28,"17,084",2.245,0.01,31.92%,16.9,19.09,19.145,19.11,19.18,19 JUN 20,289
1010,SPY200619C290,18.37,0.78,+.21,923,75.14%,24.86%,47.86%,0.09,-0.15,0.21,923,"72,248",2.37,0.01,31.38%,15.9,18.52,18.27,18.22,18.32,19 JUN 20,290
1011,SPY200619C291,17.59,0.77,+.59,201,73.92%,26.08%,50.19%,0.09,-0.15,0.21,201,"14,621",2.525,0.01,30.94%,14.9,17.59,17.425,17.4,17.45,19 JUN 20,291
1012,SPY200619C292,16.77,0.75,+1.30,85,72.69%,27.31%,52.53%,0.09,-0.15,0.22,85,"17,234",2.675,0.02,30.43%,13.9,16.77,16.575,16.55,16.6,19 JUN 20,292
1013,SPY200619C293,15.81,0.74,+.38,109,71.39%,28.61%,55.00%,0.09,-0.16,0.22,109,"12,530",2.835,0.02,29.92%,12.9,15.92,15.735,15.71,15.76,19 JUN 20,293
1014,SPY200619C294,14.63,0.73,+.68,147,70.01%,29.99%,57.62%,0.09,-0.16,0.23,147,"18,230",3.01,0.02,29.43%,11.9,14.63,14.91,14.89,14.93,19 JUN 20,294
1015,SPY200619C295,14.19,0.71,+.65,478,68.55%,31.45%,60.37%,0.09,-0.16,0.24,478,"53,455",3.195,0.02,28.93%,10.9,14.3,14.095,14.07,14.12,19 JUN 20,295
1016,SPY200619C296,13.25,0.7,+.76,278,67.05%,32.95%,63.22%,0.09,-0.16,0.24,278,"16,842",3.385,0.02,28.40%,9.9,13.25,13.285,13.26,13.31,19 JUN 20,296
1017,SPY200619C297,12.65,0.68,+.28,827,65.42%,34.58%,66.27%,0.09,-0.16,0.25,827,"24,267",3.6,0.02,27.93%,8.9,12.65,12.5,12.48,12.52,19 JUN 20,297
1018,SPY200619C298,11.82,0.66,+.15,763,63.75%,36.25%,69.43%,0.09,-0.16,0.25,763,"17,484",3.82,0.02,27.41%,7.9,11.84,11.72,11.7,11.74,19 JUN 20,298
1019,SPY200619C299,11.15,0.65,+.66,271,61.97%,38.03%,72.77%,0.09,-0.16,0.26,271,"30,503",4.06,0.02,26.92%,6.9,11.16,10.96,10.94,10.98,19 JUN 20,299
1020,SPY200619C300,10.24,0.63,+.04,"27,194",60.08%,39.92%,76.32%,0.08,-0.17,0.26,"27,194","178,799",4.335,0.02,26.50%,5.9,10.4,10.235,10.23,10.24,19 JUN 20,300
1021,SPY200619C301,9.55,0.61,+.19,919,58.16%,41.84%,79.90%,0.08,-0.17,0.27,919,"20,572",4.59,0.02,25.93%,4.9,9.55,9.49,9.47,9.51,19 JUN 20,301
1022,SPY200619C302,8.8,0.59,+.13,"1,667",56.10%,43.90%,83.72%,0.08,-0.16,0.27,"1,667","17,656",4.89,0.02,25.47%,3.9,8.88,8.79,8.77,8.81,19 JUN 20,302
1023,SPY200619C303,8.15,0.56,+.22,"1,241",53.98%,46.02%,87.67%,0.08,-0.16,0.27,"1,241","16,976",5.195,0.02,24.95%,2.9,8.02,8.095,8.08,8.11,19 JUN 20,303
1024,SPY200619C304,7.53,0.54,+.29,"2,140",51.75%,48.25%,91.79%,0.08,-0.16,0.28,"2,140","16,198",5.535,0.02,24.49%,1.9,7.6,7.435,7.42,7.45,19 JUN 20,304
1025,SPY200619C305,6.81,0.52,+.03,"8,094",49.43%,50.57%,96.06%,0.07,-0.16,0.28,"8,094","49,859",5.905,0.02,24.05%,0.9,6.96,6.805,6.8,6.81,19 JUN 20,305
1026,SPY200619C306,6.26,0.49,+.15,"3,241",47.04%,52.96%,99.47%,0.07,-0.16,0.28,"3,241","18,264",6.18,0.02,23.55%,0.0,6.35,6.18,6.17,6.19,19 JUN 20,306
1027,SPY200619C307,5.6,0.47,0,"2,671",44.57%,55.43%,94.12%,0.07,-0.15,0.28,"2,671","9,255",5.595,0.02,23.10%,0.0,5.75,5.595,5.59,5.6,19 JUN 20,307
1028,SPY200619C308,5.09,0.44,-.04,"1,256",42.05%,57.95%,88.68%,0.06,-0.15,0.27,"1,256","12,359",5.065,0.03,22.75%,0.0,5.2,5.065,5.06,5.07,19 JUN 20,308
1029,SPY200619C309,4.64,0.42,+.22,"2,241",39.46%,60.54%,83.10%,0.06,-0.15,0.27,"2,241","14,653",4.53,0.03,22.29%,0.0,4.65,4.53,4.52,4.54,19 JUN 20,309
1030,SPY200619C310,4.05,0.39,-.05,"8,830",36.82%,63.18%,77.46%,0.06,-0.14,0.27,"8,830","69,228",4.03,0.03,21.86%,0.0,4.14,4.03,4.02,4.04,19 JUN 20,310
1031,SPY200619C311,3.61,0.36,+.01,"1,748",34.17%,65.83%,71.78%,0.05,-0.14,0.26,"1,748","14,003",3.565,0.03,21.45%,0.0,3.66,3.565,3.56,3.57,19 JUN 20,311
1032,SPY200619C312,3.19,0.33,0,"6,424",31.51%,68.49%,66.11%,0.05,-0.13,0.25,"6,424","12,955",3.135,0.02,21.05%,0.0,3.23,3.135,3.13,3.14,19 JUN 20,312
1033,SPY200619C313,2.8,0.31,+.01,"1,211",28.88%,71.12%,60.51%,0.05,-0.12,0.24,"1,211","8,658",2.74,0.02,20.68%,0.0,2.81,2.74,2.73,2.75,19 JUN 20,313
1034,SPY200619C314,2.43,0.28,+.05,"1,097",26.27%,73.73%,54.97%,0.04,-0.12,0.23,"1,097","12,387",2.375,0.02,20.31%,0.0,2.43,2.375,2.37,2.38,19 JUN 20,314
1035,SPY200619C315,2.04,0.25,-.10,"9,326",23.77%,76.23%,49.68%,0.04,-0.11,0.22,"9,326","52,280",2.055,0.02,20.01%,0.0,2.12,2.055,2.05,2.06,19 JUN 20,315
