Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
SPY201218C369,4.35,Z,.43,+1.79,"3,189",41.40%,58.60%,88.73%,.07,0,-.14,.32,"3,189","10,610",4.43,.03,17.56%,0,4.70,4.430,4.42,P,4.44,D,18 DEC 20,369,7.22,P,7.25,I,SPY201218P369,7.28,A,-.57,-2.70,99,58.61%,41.39%,88.71%,-.11,0,-.19,.32,99,759,5.3932,.03,17.53%,1.8418,8.02,7.235,,
SPY201218C370,3.95,Q,.40,+1.73,"4,791",38.58%,61.42%,82.54%,.07,0,-.13,.31,"4,791","31,661",3.945,.03,17.31%,0,4.19,3.945,3.94,P,3.95,P,18 DEC 20,370,7.78,P,7.82,P,SPY201218P370,7.80,Q,-.60,-2.88,260,61.36%,38.64%,82.66%,-.11,0,-.19,.31,260,"3,435",4.9582,.03,17.42%,2.8418,8.96,7.800,,
SPY201218C371,3.50,Z,.37,+1.56,"4,305",35.77%,64.23%,76.41%,.06,0,-.13,.31,"4,305","8,052",3.505,.03,17.09%,0,3.74,3.505,3.50,N,3.51,W,18 DEC 20,371,8.38,P,8.42,P,SPY201218P371,8.69,W,-.62,-3.44,15,64.06%,35.94%,76.73%,-.12,0,-.18,.31,15,877,4.5582,.03,17.33%,3.8418,8.94,8.400,,
SPY201218C372,3.08,C,.34,+1.45,"2,733",32.98%,67.02%,70.32%,.06,0,-.12,.30,"2,733","9,069",3.095,.03,16.88%,0,3.30,3.095,3.09,Z,3.10,I,18 DEC 20,372,9.02,P,9.05,I,SPY201218P372,9.27,C,-.65,-2.90,5,66.69%,33.31%,70.98%,-.12,0,-.18,.30,5,937,4.1932,.03,17.27%,4.8418,9.87,9.035,,
SPY201218C373,2.63,N,.32,+1.21,"1,655",30.22%,69.78%,64.33%,.05,0,-.12,.29,"1,655","14,708",2.715,.03,16.67%,0,2.93,2.715,2.71,P,2.72,Z,18 DEC 20,373,9.69,P,9.72,I,SPY201218P373,9.96,D,-.68,-2.92,63,69.23%,30.77%,65.45%,-.13,0,-.18,.29,63,813,3.8632,.03,17.24%,5.8418,10.59,9.705,,
SPY201218C374,2.38,E,.29,+1.18,"1,169",27.59%,72.41%,58.63%,.05,0,-.11,.28,"1,169","8,059",2.385,.03,16.53%,0,2.58,2.385,2.38,Z,2.39,W,18 DEC 20,374,10.39,P,10.42,I,SPY201218P374,10.40,Z,-.70,-3.39,21,71.66%,28.34%,60.16%,-.13,0,-.17,.28,21,321,3.5632,.02,17.22%,6.8418,10.91,10.405,,
SPY201218C375,2.08,J,.26,+1.05,"5,827",25.03%,74.97%,53.10%,.04,0,-.11,.27,"5,827","52,605",2.08,.02,16.38%,0,2.26,2.080,2.07,W,2.09,W,18 DEC 20,375,11.12,P,11.16,I,SPY201218P375,11.32,E,-.72,-3.23,87,73.95%,26.05%,55.21%,-.14,0,-.17,.27,87,"2,872",3.2982,.02,17.25%,7.8418,12.69,11.140,,
SPY201218C376,1.74,N,.24,+.89,"1,076",22.57%,77.43%,47.82%,.04,0,-.10,.25,"1,076","16,492",1.805,.02,16.24%,0,1.97,1.805,1.80,W,1.81,P,18 DEC 20,376,11.88,P,11.93,I,SPY201218P376,11.98,C,-.75,-3.44,39,76.09%,23.91%,50.58%,-.14,0,-.17,.26,39,303,3.0632,.02,17.30%,8.8418,11.98,11.905,,
SPY201218C377,1.53,C,.21,+.93,"1,905",20.28%,79.72%,42.89%,.04,0,-.10,.24,"1,905","12,607",1.565,.02,16.14%,0,1.71,1.565,1.56,W,1.57,I,18 DEC 20,377,12.67,P,12.72,I,SPY201218P377,17.14,A,-.77,0,0,78.09%,21.91%,46.28%,-.15,0,-.16,.25,0,473,2.8532,.02,17.38%,9.8418,<empty>,12.695,,
SPY201218C378,1.34,I,.19,+.72,427,18.15%,81.85%,38.33%,.03,0,-.09,.22,427,"12,379",1.355,.02,16.07%,0,1.48,1.355,1.35,W,1.36,W,18 DEC 20,378,13.49,P,13.53,I,SPY201218P378,18.44,A,-.79,0,0,79.93%,20.07%,42.32%,-.15,0,-.16,.24,0,278,2.6682,.02,17.48%,10.8418,<empty>,13.510,,
SPY201218C379,1.13,P,.17,+.60,330,16.21%,83.79%,34.18%,.03,0,-.08,.21,330,"4,084",1.175,.02,16.03%,0,1.24,1.175,1.17,Z,1.18,W,18 DEC 20,379,14.32,P,14.38,I,SPY201218P379,14.44,A,-.80,-3.62,4,81.60%,18.40%,38.74%,-.15,0,-.15,.22,4,228,2.5082,.02,17.62%,11.8418,14.44,14.350,,
SPY201218C380,1.01,N,.15,+.55,"2,729",14.33%,85.67%,30.18%,.03,0,-.08,.19,"2,729","59,516",1.005,.02,15.94%,0,1.12,1.005,1.00,W,1.01,N,18 DEC 20,380,15.18,I,15.24,I,SPY201218P380,15.27,M,-.82,-3.76,17,83.12%,16.88%,35.48%,-.16,0,-.15,.21,17,"27,851",2.3682,.02,17.79%,12.8418,16.56,15.210,,
SPY201218C381,.85,N,.13,+.50,654,12.72%,87.28%,26.75%,.02,0,-.07,.18,654,"5,489",.87,.02,15.95%,0,.92,.870,.86,W,.88,W,18 DEC 20,381,16.06,I,16.12,I,SPY201218P381,16.19,W,-.83,-5.04,20,84.48%,15.52%,32.58%,-.16,0,-.15,.20,20,184,2.2482,.02,17.99%,13.8418,16.68,16.090,,
SPY201218C382,.74,Q,.12,+.42,810,11.20%,88.80%,23.52%,.02,0,-.06,.16,810,"3,448",.745,.02,15.92%,0,.79,.745,.74,W,.75,W,18 DEC 20,382,16.96,I,17.02,I,SPY201218P382,17.83,C,-.85,-4.50,15,85.67%,14.33%,30.03%,-.16,0,-.14,.19,15,330,2.1482,.02,18.24%,14.8418,17.83,16.990,,
SPY201218C383,.63,Z,.11,+.34,94,9.91%,90.09%,20.77%,.02,0,-.06,.15,94,"5,133",.645,.01,15.95%,0,.68,.645,.64,W,.65,W,18 DEC 20,383,17.86,I,17.93,I,SPY201218P383,23.16,A,-.86,0,0,86.80%,13.20%,27.64%,-.16,0,-.14,.18,0,95,2.0532,.01,18.46%,15.8418,<empty>,17.895,,
SPY201218C384,.51,E,.09,+.28,70,8.71%,91.29%,18.24%,.02,0,-.05,.14,70,"8,089",.555,.01,15.98%,0,.61,.555,.55,W,.56,W,18 DEC 20,384,18.76,Q,18.85,I,SPY201218P384,24.21,A,-.87,0,0,87.86%,12.14%,25.40%,-.17,0,-.14,.17,0,105,1.9632,.01,18.67%,16.8418,<empty>,18.805,,
SPY201218C385,.45,N,.08,+.22,"1,210",7.63%,92.37%,15.95%,.01,0,-.05,.12,"1,210","11,672",.475,.01,15.99%,0,.54,.475,.47,W,.48,W,18 DEC 20,385,19.68,Q,19.79,I,SPY201218P385,19.79,A,-.88,-5.33,54,88.75%,11.25%,23.51%,-.17,0,-.13,.16,54,"2,255",1.8932,.01,18.95%,17.8418,20.62,19.735,,
SPY201218C386,.39,N,.07,+.22,53,6.75%,93.25%,14.10%,.01,0,-.05,.11,53,"2,436",.415,.01,16.09%,0,.44,.415,.41,W,.42,W,18 DEC 20,386,20.65,I,20.73,I,SPY201218P386,26.10,A,-.88,0,0,89.42%,10.58%,22.08%,-.17,0,-.13,.16,0,68,1.8482,.01,19.35%,18.8418,<empty>,20.690,,
SPY201218C387,.32,Q,.06,+.16,72,5.89%,94.11%,12.28%,.01,0,-.04,.10,72,"3,186",.355,.01,16.12%,0,.39,.355,.35,W,.36,Z,18 DEC 20,387,21.61,I,21.73,Z,SPY201218P387,28.13,A,-.89,0,0,89.89%,10.11%,21.08%,-.17,0,-.13,.15,0,135,1.8282,.01,19.89%,19.8418,<empty>,21.670,,
SPY201218C388,.31,Q,.06,+.17,45,5.26%,94.74%,10.96%,.01,0,-.04,.09,45,"3,663",.315,.01,16.28%,0,.33,.315,.31,W,.32,W,18 DEC 20,388,22.56,I,22.65,I,SPY201218P388,28.05,A,-.90,0,0,90.65%,9.35%,19.47%,-.17,0,-.13,.14,0,70,1.7632,.01,20.11%,20.8418,<empty>,22.605,,
SPY201218C389,.25,Q,.05,+.13,35,4.64%,95.36%,9.66%,.01,0,-.03,.08,35,511,.275,.01,16.39%,0,.29,.275,.27,W,.28,W,18 DEC 20,389,23.53,I,23.71,Q,SPY201218P389,30.10,A,-.90,0,0,90.81%,9.19%,19.12%,-.17,0,-.13,.14,0,41,1.7782,.01,20.86%,21.8418,<empty>,23.620,,
SPY201218C390,.23,D,.04,+.11,"4,891",4.03%,95.97%,8.39%,.01,0,-.03,.08,"4,891","31,840",.235,.01,16.43%,0,.27,.235,.23,W,.24,P,18 DEC 20,390,24.49,A,24.62,Q,SPY201218P390,24.82,I,-.91,-5.29,15,91.52%,8.48%,17.63%,-.18,0,-.13,.13,15,"11,412",1.7132,.01,21.04%,22.8418,25.65,24.555,,
SPY201218C391,.22,N,.04,+.12,77,3.67%,96.33%,7.63%,.01,0,-.03,.07,77,763,.215,.01,16.69%,0,.22,.215,.21,W,.22,W,18 DEC 20,391,25.34,Z,25.56,I,SPY201218P391,30.65,A,-.92,0,0,92.53%,7.47%,15.51%,-.18,0,-.12,.12,0,78,1.6082,.01,20.83%,23.8418,<empty>,25.450,,
SPY201218C392,.17,Q,.03,+.08,23,3.20%,96.80%,6.65%,.01,0,-.03,.06,23,662,.185,.01,16.75%,0,.20,.185,.18,W,.19,W,18 DEC 20,392,26.46,I,26.54,I,SPY201218P392,31.64,A,-.91,0,0,92.36%,7.64%,15.86%,-.18,0,-.13,.12,0,11,1.6582,.01,21.85%,24.8418,<empty>,26.500,,
SPY201218C393,.15,E,.03,+.07,39,2.87%,97.13%,5.94%,.01,0,-.02,.06,39,"3,822",.165,.01,16.93%,0,.18,.165,.16,W,.17,W,18 DEC 20,393,27.41,Q,27.52,I,SPY201218P393,33.00,A,-.92,0,0,92.81%,7.19%,14.93%,-.18,0,-.12,.12,0,54,1.6232,.01,22.17%,25.8418,<empty>,27.465,,
SPY201218C394,.14,W,.03,+.07,29,2.53%,97.47%,5.25%,.00,0,-.02,.05,29,"5,901",.145,.00,17.05%,0,.14,.145,.14,W,.15,W,18 DEC 20,394,28.41,Q,28.51,I,SPY201218P394,33.68,A,-.92,0,0,93.02%,6.98%,14.47%,-.18,0,-.12,.12,0,47,1.6182,.01,22.73%,26.8418,<empty>,28.460,,
SPY201218C395,.12,I,.02,+.05,810,2.21%,97.79%,4.58%,.00,0,-.02,.05,810,"14,151",.125,.00,17.13%,0,.14,.125,.12,W,.13,D,18 DEC 20,395,29.38,Q,29.49,I,SPY201218P395,30.26,Q,-.92,-5.41,50,93.37%,6.63%,13.75%,-.18,0,-.12,.11,50,"1,540",1.5932,.01,23.10%,27.8418,30.26,29.435,,
SPY201218C396,.12,W,.02,+.07,29,2.02%,97.98%,4.18%,.00,0,-.02,.04,29,18,.115,.00,17.38%,0,.12,.115,.11,W,.12,W,18 DEC 20,396,30.39,I,30.48,I,SPY201218P396,36.06,A,-.93,0,0,93.52%,6.48%,13.42%,-.18,0,-.12,.11,0,88,1.5932,.01,23.68%,28.8418,<empty>,30.435,,
SPY201218C397,.10,E,.02,+.04,279,1.84%,98.16%,3.80%,.00,0,-.02,.04,279,816,.105,.00,17.60%,0,.11,.105,.10,W,.11,W,18 DEC 20,397,31.37,Q,31.47,I,SPY201218P397,35.37,Z,-.93,<empty>,12,93.78%,6.22%,12.89%,-.18,0,-.12,.11,12,12,1.5782,.01,24.13%,29.8418,<empty>,31.420,,
SPY201218C398,.09,W,.02,+.04,18,1.66%,98.34%,3.43%,.00,0,-.02,.04,18,3,.095,.00,17.80%,0,.10,.095,.09,W,.10,W,18 DEC 20,398,32.37,I,32.46,I,SPY201218P398,0, ,-.93,0,<empty>,93.95%,6.05%,12.53%,-.18,0,-.12,.11,<empty>,26,1.5732,.01,24.65%,30.8418,<empty>,32.415,,
SPY201218C399,.09,M,.02,+.01,27,1.49%,98.51%,3.07%,.00,0,-.02,.03,27,249,.085,.00,17.96%,0,.09,.085,.08,D,.09,W,18 DEC 20,399,33.34,Q,33.45,Q,SPY201218P399,0, ,-.93,0,<empty>,94.22%,5.78%,11.97%,-.19,0,-.12,.10,<empty>,0,1.5532,.01,25.03%,31.8418,<empty>,33.395,,
SPY201218C400,.07,C,.01,+.03,"1,575",1.32%,98.68%,2.72%,.00,0,-.01,.03,"1,575","41,105",.075,.00,18.09%,0,.08,.075,.07,W,.08,W,18 DEC 20,400,34.33,Q,34.44,I,SPY201218P400,34.50,Z,-.93,-6.94,13,94.41%,5.59%,11.57%,-.19,0,-.12,.10,13,"22,232",1.5432,.01,25.49%,32.8418,36.04,34.385,,
SPY201218C405,.04,Q,.01,+.02,165,0.79%,99.21%,1.62%,.00,0,-.01,.02,165,"22,644",.045,.00,18.97%,0,.05,.045,.04,Z,.05,W,18 DEC 20,405,39.32,I,39.41,I,SPY201218P405,82.71,I,-.94,+3.96,2,95.07%,4.93%,10.19%,-.19,0,-.12,.09,2,944,1.5232,.00,28.02%,37.8418,<empty>,39.365,,
SPY201218C410,.03,D,.01,+.01,82,0.44%,99.56%,0.91%,.00,0,-.01,.01,82,"13,326",.025,.00,19.62%,0,.03,.025,.02,W,.03,W,18 DEC 20,410,44.30,I,44.40,I,SPY201218P410,55.70,P,-.95,+1.95,10,95.58%,4.42%,9.12%,-.19,0,-.12,.09,10,"1,586",1.5082,.00,30.50%,42.8418,<empty>,44.350,,
SPY201218C415,.02,W,.00,0,371,0.26%,99.74%,0.54%,.00,0,.00,.01,371,"9,568",.015,.00,20.38%,0,.02,.015,.01,W,.02,W,18 DEC 20,415,49.28,Q,49.39,I,SPY201218P415,51.11,C,-.95,-3.86,10,96.01%,3.99%,8.23%,-.20,0,-.12,.08,10,812,1.4932,.00,32.87%,47.8418,51.14,49.335,,
SPY201218C420,.02,X,.00,0,176,0.25%,99.75%,0.51%,.00,0,.00,.01,176,"14,729",.015,.00,22.18%,0,.02,.015,.01,W,.02,W,18 DEC 20,420,54.29,I,54.38,I,SPY201218P420,59.26,Q,-.95,-5.84,50,96.30%,3.70%,7.63%,-.20,0,-.12,.08,50,635,1.4932,.00,35.36%,52.8418,<empty>,54.335,,
SPY201218C425,.01,X,.00,0,574,0.22%,99.78%,0.46%,.00,0,.00,.01,574,"8,858",.015,.00,23.83%,0,.02,.015,.01,W,.02,W,18 DEC 20,425,59.27,Q,59.44,Q,SPY201218P425,77.10,X,-.95,0,0,96.45%,3.55%,7.31%,-.20,0,-.13,.07,0,249,1.5132,.00,38.06%,57.8418,<empty>,59.355,,
SPY201218C430,.01,W,.00,0,74,0.21%,99.79%,0.43%,.00,0,.00,.01,74,"2,668",.015,.00,25.51%,0,.02,.015,.01,P,.02,W,18 DEC 20,430,64.27,Q,64.38,I,SPY201218P430,74.25,Z,-.96,-.26,3,96.81%,3.19%,6.57%,-.21,0,-.13,.07,3,137,1.4832,.00,40.00%,62.8418,<empty>,64.325,,
SPY201218C435,.01,P,.00,0,2,0.08%,99.92%,0.16%,.00,0,.00,.00,2,"1,816",.005,.00,24.69%,0,.01,.005,0,Z,.01,W,18 DEC 20,435,69.28,I,69.38,I,SPY201218P435,69.82,N,-.96,-15.75,50,96.98%,3.02%,6.23%,-.21,0,-.13,.07,50,254,1.4882,.00,42.39%,67.8418,69.82,69.330,,
SPY201218C440,.01,P,.00,0,6,0.07%,99.93%,0.15%,.00,0,.00,.00,6,"2,826",.005,.00,26.18%,0,<empty>,.005,0,A,.01,W,18 DEC 20,440,74.16,Q,74.38,I,SPY201218P440,84.10,N,-.96,-3.00,20,97.40%,2.60%,5.36%,-.21,0,-.12,.06,20,315,1.4282,.00,43.67%,72.8418,<empty>,74.270,,
SPY201218C445,.01,X,.00,0,32,0.07%,99.93%,0.14%,.00,0,.00,.00,32,"1,089",.005,.00,27.65%,0,<empty>,.005,0,B,.01,W,18 DEC 20,445,79.13,Q,79.38,I,SPY201218P445,88.79,I,-.97,+3.32,1,97.60%,2.40%,4.95%,-.21,0,-.12,.06,1,189,1.4132,.00,45.59%,77.8418,<empty>,79.255,,
SPY201218C450,.01,N,.00,0,301,0.06%,99.94%,0.13%,.00,0,.00,.00,301,"2,558",.005,.00,29.10%,0,<empty>,.005,0,B,.01,W,18 DEC 20,450,84.15,Q,84.48,Q,SPY201218P450,95.00,N,-.97,0,0,97.49%,2.51%,5.19%,-.22,0,-.13,.06,0,5,1.4732,.00,48.79%,82.8418,<empty>,84.315,,
SPY201218C455,.01,Z,.00,0,"5,179",0.06%,99.94%,0.12%,.00,0,.00,.00,"5,179","5,779",.005,.00,30.52%,0,<empty>,.005,0,B,.01,W,18 DEC 20,455,89.21,Q,89.39,Q,SPY201218P455,125.83,N,-.97,0,0,97.66%,2.34%,4.83%,-.22,0,-.13,.06,0,0,1.4582,.00,50.64%,87.8418,<empty>,89.300,,
SPY201218C460,.01,A,.00,-.01,1,0.06%,99.94%,0.12%,.00,0,.00,.00,1,493,.005,.00,31.92%,0,<empty>,.005,0,B,.01,W,18 DEC 20,460,94.14,Q,94.37,I,SPY201218P460,124.46,X,-.97,0,0,97.93%,2.07%,4.28%,-.22,0,-.12,.05,0,1,1.4132,.00,51.87%,92.8418,<empty>,94.255,,
SPY201218C465,.01,P,.00,-.01,14,0.05%,99.95%,0.11%,.00,0,.00,.00,14,"1,450",.005,.00,33.30%,0,<empty>,.005,0,B,.01,W,18 DEC 20,465,99.14,Q,99.37,I,SPY201218P465,135.80,X,-.97,0,0,98.02%,1.98%,4.09%,-.22,0,-.12,.05,0,1,1.4132,.00,53.88%,97.8418,<empty>,99.255,,
SPY201218C470,.01,X,.00,0,100,0.05%,99.95%,0.10%,.00,0,.00,.00,100,872,.005,.00,34.66%,0,<empty>,.005,0,B,.01,W,18 DEC 20,470,104.14,Q,104.37,I,SPY201218P470,0, ,-.97,0,<empty>,98.10%,1.90%,3.92%,-.23,0,-.13,.05,<empty>,0,1.4132,.00,55.87%,102.8418,<empty>,104.255,,
SPY201218C475,.01,X,.00,-.01,3,0.05%,99.95%,0.10%,.00,0,.00,.00,3,299,.005,.00,36.00%,0,<empty>,.005,0,B,.01,W,18 DEC 20,475,109.15,Q,109.37,I,SPY201218P475,140.10,X,-.97,0,0,98.16%,1.84%,3.79%,-.23,0,-.13,.05,0,0,1.4182,.00,57.90%,107.8418,<empty>,109.260,,
SPY201218C480,.01,D,.00,-.01,30,0.05%,99.95%,0.10%,.00,0,.00,.00,30,"3,380",.005,.00,37.33%,0,<empty>,.005,0,B,.01,W,18 DEC 20,480,114.15,Q,114.44,Q,SPY201218P480,150.40,I,-.97,0,0,98.13%,1.87%,3.87%,-.23,0,-.13,.05,0,1,1.4532,.00,60.56%,112.8418,<empty>,114.295,,
SPY201218C485,.01,W,.00,-.01,4,0.05%,99.95%,0.09%,.00,0,.00,.00,4,680,.005,.00,38.63%,0,<empty>,.005,0,B,.01,W,18 DEC 20,485,119.15,Q,119.45,Q,SPY201218P485,142.85,N,-.97,<empty>,10,98.18%,1.82%,3.76%,-.23,0,-.13,.05,10,10,1.4582,.00,62.57%,117.8418,<empty>,119.300,,
SPY201218C490,.01,A,.00,-.01,1,0.04%,99.96%,0.09%,.00,0,.00,.00,1,"1,442",.005,.00,39.93%,0,<empty>,.005,0,B,.01,W,18 DEC 20,490,124.14,Q,124.37,Q,SPY201218P490,127.48,C,-.97,<empty>,1,98.38%,1.62%,3.36%,-.24,0,-.13,.04,1,1,1.4132,.00,63.46%,122.8418,<empty>,124.255,,
SPY201218C495,.01,C,.00,0,343,0.04%,99.96%,0.08%,.00,0,.00,.00,343,"2,286",.005,.00,41.20%,0,<empty>,.005,0,B,.01,W,18 DEC 20,495,129.11,Z,129.49,N,SPY201218P495,0, ,-.97,0,<empty>,98.31%,1.69%,3.50%,-.24,0,-.14,.05,<empty>,0,1.4582,.00,66.30%,127.8418,<empty>,129.300,,
SPY201218C500,.01,I,.00,0,20,0.04%,99.96%,0.08%,.00,0,.00,.00,20,"1,828",.005,.00,42.45%,0,<empty>,.005,0,B,.01,W,18 DEC 20,500,134.11,Z,134.48,A,SPY201218P500,139.99,I,-.97,-31.61,2,98.38%,1.62%,3.36%,-.24,0,-.13,.04,2,1,1.4532,.00,68.01%,132.8418,<empty>,134.295,,
SPY201218C505,.01,C,.00,0,1,0.04%,99.96%,0.08%,.00,0,.00,.00,1,114,.005,.00,43.69%,0,<empty>,.005,0,B,.01,W,18 DEC 20,505,139.13,H,139.48,C,SPY201218P505,144.98,I,-.97,-31.56,4,98.41%,1.59%,3.31%,-.24,0,-.14,.04,4,0,1.4632,.00,70.02%,137.8418,<empty>,139.305,,
SPY201218C510,.01,P,.00,0,0,0.04%,99.96%,0.08%,.00,0,.00,.00,0,140,.005,.00,44.92%,0,<empty>,.005,0,B,.01,W,18 DEC 20,510,144.11,A,144.48,C,SPY201218P510,169.32,I,-.97,-.12,1,98.48%,1.52%,3.15%,-.25,0,-.14,.04,1,2,1.4532,.00,71.57%,142.8418,<empty>,144.295,,
SPY201218C515,.01,I,.00,0,1,0.04%,99.96%,0.07%,.00,0,.00,.00,1,500,.005,.00,46.13%,0,<empty>,.005,0,B,.01,W,18 DEC 20,515,149.10,Z,149.46,A,SPY201218P515,155.11,I,-.98,-19.18,1,98.56%,1.44%,2.98%,-.25,0,-.13,.04,1,2,1.4382,.00,72.96%,147.8418,<empty>,149.280,,
SPY201221C225,0, ,.91,0,<empty>,90.93%,9.07%,16.87%,.01,0,-.05,.10,<empty>,0,.0518,.00,135.41%,142.1582,<empty>,142.210,142.01,N,142.41,H,21 DEC 20,225,.03,X,.04,W,SPY201221P225,.06,B,.00,-.01,19,0.31%,99.69%,0.61%,.00,0,-.01,.01,19,27,.035,.00,71.96%,0,<empty>,.035,,
SPY201221C230,0, ,.91,0,<empty>,91.31%,8.69%,16.22%,.01,0,-.05,.10,<empty>,0,.0518,.00,128.01%,137.1582,<empty>,137.210,137.00,C,137.42,Z,21 DEC 20,230,.02,W,.03,Z,SPY201221P230,.04,C,.00,0,0,0.24%,99.76%,0.47%,.00,0,-.01,.00,0,35,.025,.00,66.80%,0,<empty>,.025,,
SPY201221C235,0, ,.92,0,<empty>,91.67%,8.33%,15.61%,.01,0,-.05,.10,<empty>,0,.0518,.00,120.93%,132.1582,<empty>,132.210,132.00,Z,132.42,A,21 DEC 20,235,.03,W,.04,W,SPY201221P235,.04,E,.00,0,0,0.32%,99.68%,0.63%,.00,0,-.01,.01,0,210,.035,.00,65.99%,0,<empty>,.035,,
SPY201221C240,0, ,.92,0,<empty>,91.98%,8.02%,15.08%,.02,0,-.06,.09,<empty>,0,.0618,.00,114.26%,127.1582,<empty>,127.220,127.03,Q,127.41,Q,21 DEC 20,240,.03,W,.04,W,SPY201221P240,.13,E,.00,+.02,6,0.33%,99.67%,0.64%,.00,0,-.01,.01,6,27,.035,.00,63.08%,0,<empty>,.035,,
SPY201221C245,0, ,.92,0,<empty>,92.28%,7.72%,14.57%,.02,0,-.07,.09,<empty>,0,.0668,.00,107.80%,122.1582,<empty>,122.225,122.03,Q,122.42,Q,21 DEC 20,245,.04,W,.05,W,SPY201221P245,.08,Q,.00,-.03,1,0.42%,99.58%,0.81%,.00,0,-.01,.01,1,50,.045,.00,61.76%,0,<empty>,.045,,
SPY201221C250,0, ,.92,0,<empty>,92.55%,7.45%,14.09%,.02,0,-.07,.09,<empty>,0,.0718,.00,101.61%,117.1582,<empty>,117.230,117.03,Q,117.43,Q,21 DEC 20,250,.05,W,.06,W,SPY201221P250,.10,J,.00,-.06,2,0.50%,99.50%,0.98%,.00,0,-.01,.01,2,55,.055,.00,60.10%,0,<empty>,.055,,
SPY201221C255,0, ,.93,0,<empty>,92.81%,7.19%,13.63%,.02,0,-.07,.09,<empty>,0,.0718,.00,95.62%,112.1582,<empty>,112.230,112.03,Q,112.43,Q,21 DEC 20,255,.05,W,.06,W,SPY201221P255,.12,D,.00,-.03,1,0.52%,99.48%,1.00%,.00,0,-.01,.01,1,305,.055,.00,57.24%,0,<empty>,.055,,
SPY201221C260,0, ,.93,0,<empty>,93.01%,6.99%,13.29%,.02,0,-.09,.09,<empty>,0,.0868,.00,90.02%,107.1582,<empty>,107.245,107.05,Q,107.44,Q,21 DEC 20,260,.06,W,.07,W,SPY201221P260,.10,P,.00,0,0,0.61%,99.39%,1.18%,.00,0,-.01,.01,0,43,.065,.00,55.42%,0,<empty>,.065,,
SPY201221C265,0, ,.93,0,<empty>,93.22%,6.78%,12.93%,.02,0,-.09,.09,<empty>,0,.0918,.00,84.54%,102.1582,<empty>,102.250,102.05,Q,102.45,Q,21 DEC 20,265,.07,W,.08,W,SPY201221P265,.14,P,.00,-.05,10,0.70%,99.30%,1.37%,.00,0,-.02,.01,10,26,.075,.00,53.46%,0,<empty>,.075,,
SPY201221C270,0, ,.93,0,<empty>,93.46%,6.54%,12.49%,.02,0,-.08,.09,<empty>,0,.0768,.00,79.03%,97.1582,<empty>,97.235,97.06,Q,97.41,Q,21 DEC 20,270,.08,W,.09,W,SPY201221P270,.14,W,-.01,0,0,0.80%,99.20%,1.56%,.00,0,-.02,.01,0,61,.085,.00,51.39%,0,<empty>,.085,,
SPY201221C275,0, ,.94,0,<empty>,93.58%,6.42%,12.30%,.02,0,-.10,.08,<empty>,0,.0968,.00,74.12%,92.1582,<empty>,92.255,92.07,Q,92.44,Q,21 DEC 20,275,.09,W,.10,W,SPY201221P275,.11,W,-.01,-.04,10,0.90%,99.10%,1.76%,.00,0,-.02,.02,10,135,.095,.00,49.23%,0,.11,.095,,
SPY201221C280,84.30,D,.94,+6.40,4,93.66%,6.34%,12.17%,.02,0,-.12,.08,4,19,.1168,.00,69.42%,87.1582,<empty>,87.275,87.09,Q,87.46,Q,21 DEC 20,280,.11,W,.12,W,SPY201221P280,.18,N,-.01,0,0,1.09%,98.91%,2.13%,.00,0,-.02,.02,0,77,.115,.00,47.56%,0,<empty>,.115,,
SPY201221C285,0, ,.94,0,<empty>,93.78%,6.22%,11.95%,.02,0,-.11,.08,<empty>,0,.1168,.00,64.65%,82.1582,<empty>,82.275,82.10,Q,82.45,Q,21 DEC 20,285,.12,W,.13,W,SPY201221P285,.13,W,-.01,-.07,102,1.21%,98.79%,2.36%,.00,0,-.02,.02,102,19,.125,.00,45.23%,0,.13,.125,,
SPY201221C290,0, ,.94,0,<empty>,93.73%,6.27%,12.06%,.03,0,-.10,.08,<empty>,0,.1518,.00,60.50%,77.1582,<empty>,77.310,77.12,Q,77.50,Q,21 DEC 20,290,.14,W,.15,W,SPY201221P290,.16,P,-.01,-.07,2,1.42%,98.58%,2.76%,.00,0,-.03,.03,2,81,.145,.00,43.27%,0,.16,.145,,
SPY201221C295,0, ,.95,0,<empty>,93.79%,6.21%,11.97%,.03,0,-.09,.08,<empty>,0,.1518,.00,56.08%,72.1582,<empty>,72.310,72.14,Q,72.48,Q,21 DEC 20,295,.16,W,.17,P,SPY201221P295,.17,A,-.01,-.10,1,1.63%,98.37%,3.18%,.00,0,-.03,.03,1,57,.165,.00,41.18%,0,.17,.165,,
