Strike,BID,ASK,LAST,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,expire_days,target
301,6.26,6.3,6.25,-0.41,-0.45,93,43.7,56.3,82.5,-0.09,-0.17,0.32,476,6.28,0.02,25.04,0.0,7.61,6.28,25,1
302,6.59,6.63,6.56,-0.43,-0.61,203,45.56,54.44,85.89,-0.1,-0.17,0.32,637,6.61,0.02,24.68,0.0,8.08,6.61,25,1
303,6.93,6.97,6.89,-0.45,-0.75,81,47.48,52.52,89.37,-0.1,-0.17,0.32,501,6.95,0.02,24.29,0.0,8.25,6.95,25,1
304,7.3,7.34,7.25,-0.47,-0.38,269,49.46,50.54,92.96,-0.11,-0.17,0.32,340,7.32,0.02,23.93,0.0,8.92,7.32,25,1
305,7.68,7.72,7.61,-0.49,-0.32,350,51.49,48.51,96.63,-0.11,-0.17,0.32,1110,7.7,0.02,23.55,0.0,9.34,7.7,25,1
250,0.64,0.65,0.65,-0.04,-0.12,23,5.37,94.63,10.37,-0.01,-0.06,0.08,60,0.645,0.0,42.17,0.0,0.84,0.645,28,1
255,0.78,0.8,0.79,-0.05,-0.18,10,6.51,93.49,12.57,-0.01,-0.06,0.09,78,0.79,0.0,40.37,0.0,1.0,0.79,28,1
260,0.97,0.99,0.96,-0.06,-0.08,13,7.97,92.03,15.37,-0.02,-0.07,0.11,7666,0.98,0.0,38.65,0.0,1.23,0.98,28,1
265,1.21,1.23,1.24,-0.08,-0.07,9,9.79,90.21,18.84,-0.02,-0.08,0.13,958,1.22,0.0,36.95,0.0,1.35,1.22,28,1
270,1.52,1.54,1.53,-0.1,-0.09,13,12.07,87.93,23.2,-0.03,-0.1,0.15,813,1.53,0.01,35.28,0.0,2.01,1.53,28,1
273,1.74,1.77,1.98,-0.12,0.0,1,13.69,86.31,26.3,-0.03,-0.1,0.17,0,1.755,0.01,34.28,0.0,1.98,1.755,28,1
274,1.83,1.86,2.35,-0.12,0.0,12,14.31,85.69,27.49,-0.03,-0.11,0.17,0,1.845,0.01,33.99,0.0,2.38,1.845,28,1
275,1.91,1.94,2.09,-0.13,0.06,11,14.9,85.1,28.6,-0.03,-0.11,0.18,594,1.925,0.01,33.61,0.0,2.43,1.925,28,1
277,2.1,2.13,2.12,-0.14,-0.84,6,16.23,83.77,31.13,-0.04,-0.11,0.19,111,2.115,0.01,32.96,0.0,2.12,2.115,28,1
278,2.2,2.23,2.2,-0.15,-1.24,47,16.92,83.08,32.45,-0.04,-0.12,0.2,201,2.215,0.01,32.63,0.0,2.63,2.215,28,1
279,2.31,2.34,2.32,-0.15,-0.41,20,17.67,82.33,33.87,-0.04,-0.12,0.2,11,2.325,0.01,32.31,0.0,2.89,2.325,28,1
280,2.42,2.45,2.46,-0.16,-0.08,225,18.43,81.57,35.32,-0.04,-0.12,0.21,322,2.435,0.01,31.97,0.0,3.11,2.435,28,1
281,2.53,2.56,2.75,-0.17,-0.81,6,19.2,80.8,36.78,-0.04,-0.12,0.22,1,2.545,0.01,31.6,0.0,2.89,2.545,28,1
282,2.65,2.68,2.67,-0.18,-0.51,27847,20.02,79.98,38.33,-0.04,-0.13,0.22,11,2.665,0.01,31.26,0.0,3.43,2.665,28,1
283,2.78,2.81,2.8,-0.18,-0.52,5,20.9,79.1,39.98,-0.05,-0.13,0.23,262,2.795,0.01,30.93,0.0,3.28,2.795,28,1
284,2.91,2.94,2.99,-0.19,-0.44,10,21.78,78.22,41.66,-0.05,-0.13,0.24,642,2.925,0.01,30.57,0.0,3.45,2.925,28,1
285,3.05,3.08,3.05,-0.2,-0.29,14,22.72,77.28,43.42,-0.05,-0.13,0.24,489,3.065,0.01,30.23,0.0,3.74,3.065,28,1
286,3.19,3.23,3.2,-0.21,-1.36,9,23.68,76.32,45.25,-0.05,-0.14,0.25,476,3.21,0.01,29.87,0.0,3.76,3.21,28,1
287,3.35,3.38,4.23,-0.22,-0.28,7,24.7,75.3,47.16,-0.06,-0.14,0.26,307,3.365,0.01,29.52,0.0,4.23,3.365,28,1
288,3.51,3.54,3.89,-0.23,-0.14,10,25.75,74.25,49.14,-0.06,-0.14,0.26,244,3.525,0.01,29.17,0.0,4.1,3.525,28,1
289,3.68,3.71,4.05,-0.24,0.26,8,26.86,73.14,51.21,-0.06,-0.14,0.27,161,3.695,0.01,28.82,0.0,4.29,3.695,28,1
290,3.86,3.89,3.87,-0.25,-0.32,396,28.01,71.99,53.37,-0.06,-0.14,0.28,369,3.875,0.01,28.47,0.0,4.85,3.875,28,1
291,4.03,4.08,4.05,-0.26,-0.58,45,29.18,70.82,55.57,-0.07,-0.15,0.28,385,4.055,0.01,28.09,0.0,5.05,4.055,28,1
292,4.23,4.27,4.27,-0.28,-0.81,21,30.42,69.58,57.89,-0.07,-0.15,0.29,421,4.25,0.01,27.73,0.0,4.93,4.25,28,1
293,4.44,4.47,5.55,-0.29,0.18,112,31.71,68.29,60.29,-0.07,-0.15,0.29,117,4.455,0.01,27.37,0.0,0.0,4.455,28,1
294,4.65,4.69,4.9,-0.3,0.03,3,33.05,66.95,62.79,-0.08,-0.15,0.3,172,4.67,0.01,27.0,0.0,5.57,4.67,28,1
295,4.87,4.91,4.86,-0.32,-0.43,29,34.43,65.57,65.36,-0.08,-0.15,0.31,234,4.89,0.02,26.61,0.0,5.82,4.89,28,1
296,5.11,5.15,5.32,-0.33,-0.37,22,35.88,64.12,68.06,-0.08,-0.15,0.31,279,5.13,0.02,26.25,0.0,6.02,5.13,28,1
297,5.36,5.4,5.88,-0.35,0.08,34,37.39,62.61,70.84,-0.09,-0.15,0.32,522,5.38,0.02,25.88,0.0,6.12,5.38,28,1
298,5.62,5.66,6.22,-0.36,0.14,8,38.95,61.05,73.72,-0.09,-0.16,0.32,108,5.64,0.02,25.5,0.0,6.66,5.64,28,1
299,5.89,5.94,5.96,-0.38,-0.79,35,40.57,59.43,76.71,-0.1,-0.16,0.33,239,5.915,0.02,25.12,0.0,6.56,5.915,28,1
300,6.18,6.23,6.11,-0.39,-0.39,496,42.25,57.75,79.8,-0.1,-0.16,0.33,632,6.205,0.02,24.75,0.0,7.66,6.205,28,1
301,6.49,6.54,6.9,-0.41,-0.15,1,44.0,56.0,82.99,-0.11,-0.16,0.33,407,6.515,0.02,24.38,0.0,6.9,6.515,28,1
302,6.82,6.87,6.89,-0.43,-0.59,75,45.81,54.19,86.3,-0.11,-0.16,0.34,267,6.845,0.02,24.03,0.0,7.77,6.845,28,1
303,7.16,7.21,7.18,-0.45,-0.61,50,47.67,52.33,89.68,-0.11,-0.16,0.34,156,7.185,0.02,23.65,0.0,8.54,7.185,28,1
304,7.53,7.57,7.91,-0.47,-0.4,132,49.6,50.4,93.16,-0.12,-0.16,0.34,135,7.55,0.02,23.3,0.0,8.61,7.55,28,1
305,7.91,7.96,7.87,-0.49,-0.49,167,51.58,48.42,96.73,-0.12,-0.15,0.34,177,7.935,0.02,22.94,0.0,9.09,7.935,28,1
242,0.51,0.52,0.54,-0.03,-0.06,10,4.24,95.76,8.18,-0.01,-0.05,0.06,2701,0.515,0.0,45.05,0.0,0.54,0.515,29,1
243,0.53,0.54,0.68,-0.03,-0.07,1,4.4,95.6,8.49,-0.01,-0.05,0.06,1406,0.535,0.0,44.69,0.0,0.68,0.535,29,1
244,0.55,0.56,0.63,-0.03,-0.01,12,4.56,95.44,8.8,-0.01,-0.05,0.07,1381,0.555,0.0,44.31,0.0,0.63,0.555,29,1
245,0.57,0.58,0.56,-0.04,-0.08,35,4.72,95.28,9.1,-0.01,-0.05,0.07,6783,0.575,0.0,43.92,0.0,0.64,0.575,29,1
246,0.59,0.6,0.77,-0.04,0.02,1,4.87,95.13,9.41,-0.01,-0.05,0.07,2215,0.595,0.0,43.51,0.0,0.77,0.595,29,1
247,0.62,0.63,0.69,-0.04,-0.22,2,5.1,94.9,9.84,-0.01,-0.05,0.07,7274,0.625,0.0,43.25,0.0,0.69,0.625,29,1
248,0.64,0.65,0.65,-0.04,-0.07,5,5.26,94.74,10.15,-0.01,-0.06,0.08,1518,0.645,0.0,42.83,0.0,0.65,0.645,29,1
249,0.67,0.68,0.68,-0.04,-0.31,13,5.49,94.51,10.59,-0.01,-0.06,0.08,1190,0.675,0.0,42.53,0.0,0.87,0.675,29,1
250,0.69,0.7,0.7,-0.04,-0.05,1230,5.66,94.34,10.91,-0.01,-0.06,0.08,47930,0.695,0.0,42.08,0.0,0.92,0.695,29,1
251,0.72,0.73,0.74,-0.05,-0.41,2,5.89,94.11,11.35,-0.01,-0.06,0.08,1274,0.725,0.0,41.74,0.0,0.74,0.725,29,1
252,0.75,0.76,0.81,-0.05,-0.31,5,6.12,93.88,11.79,-0.01,-0.06,0.09,3009,0.755,0.0,41.39,0.0,0.91,0.755,29,1
253,0.78,0.8,0.86,-0.05,-0.39,1,6.38,93.62,12.29,-0.01,-0.06,0.09,1128,0.79,0.0,41.09,0.0,0.86,0.79,29,1
254,0.82,0.83,0.85,-0.05,-0.05,1,6.64,93.36,12.8,-0.01,-0.06,0.09,1523,0.825,0.0,40.76,0.0,0.85,0.825,29,1
255,0.85,0.86,0.85,-0.05,-0.08,14,6.87,93.13,13.25,-0.01,-0.07,0.1,11081,0.855,0.0,40.37,0.0,1.01,0.855,29,1
256,0.89,0.9,0.91,-0.06,-0.43,3,7.17,92.83,13.81,-0.02,-0.07,0.1,1545,0.895,0.0,40.06,0.0,1.07,0.895,29,1
257,0.93,0.94,0.93,-0.06,-0.22,58,7.46,92.54,14.38,-0.02,-0.07,0.1,3225,0.935,0.0,39.73,0.0,1.1,0.935,29,1
258,0.96,0.98,0.97,-0.06,-0.54,23,7.74,92.26,14.91,-0.02,-0.07,0.11,1141,0.97,0.0,39.35,0.0,1.16,0.97,29,1
259,1.01,1.02,1.02,-0.06,-0.13,2,8.07,91.93,15.54,-0.02,-0.07,0.11,1697,1.015,0.0,39.03,0.0,1.14,1.015,29,1
260,1.05,1.06,1.05,-0.07,-0.08,1909,8.37,91.63,16.12,-0.02,-0.08,0.11,23785,1.055,0.0,38.66,0.0,1.38,1.055,29,1
261,1.1,1.11,1.13,-0.07,-0.1,1,8.73,91.27,16.81,-0.02,-0.08,0.12,1709,1.105,0.0,38.36,0.0,1.13,1.105,29,1
262,1.15,1.16,1.15,-0.07,-0.08,11,9.1,90.9,17.51,-0.02,-0.08,0.12,1555,1.155,0.0,38.03,0.0,1.37,1.155,29,1
263,1.2,1.21,1.32,-0.08,-0.13,1,9.46,90.54,18.22,-0.02,-0.08,0.13,1522,1.205,0.0,37.69,0.0,1.32,1.205,29,1
264,1.25,1.27,1.39,-0.08,-0.17,1,9.86,90.14,18.98,-0.02,-0.08,0.13,1928,1.26,0.0,37.37,0.0,1.39,1.26,29,1
265,1.31,1.32,1.31,-0.08,-0.08,129,10.26,89.74,19.74,-0.02,-0.09,0.14,11452,1.315,0.0,37.03,0.0,1.54,1.315,29,1
266,1.36,1.38,1.66,-0.09,0.2,1,10.67,89.33,20.52,-0.02,-0.09,0.14,2774,1.37,0.0,36.67,0.0,1.66,1.37,29,1
268,1.49,1.51,1.49,-0.1,-0.65,39,11.59,88.41,22.28,-0.03,-0.09,0.15,2005,1.5,0.01,36.03,0.0,1.74,1.5,29,1
269,1.56,1.58,1.58,-0.1,-0.68,183,12.08,87.92,23.22,-0.03,-0.1,0.15,1136,1.57,0.01,35.71,0.0,2.0,1.57,29,1
270,1.63,1.65,1.61,-0.11,-0.12,2391,12.58,87.42,24.17,-0.03,-0.1,0.16,63616,1.64,0.01,35.37,0.0,2.09,1.64,29,1
271,1.71,1.73,1.72,-0.11,-0.1,61,13.13,86.87,25.22,-0.03,-0.1,0.17,3912,1.72,0.01,35.07,0.0,1.72,1.72,29,1
272,1.78,1.81,1.82,-0.12,-0.41,206,13.66,86.34,26.24,-0.03,-0.1,0.17,7463,1.795,0.01,34.72,0.0,2.32,1.795,29,1
273,1.87,1.89,1.95,-0.12,-0.02,6,14.25,85.75,27.35,-0.03,-0.11,0.18,1174,1.88,0.01,34.41,0.0,2.36,1.88,29,1
274,1.95,1.97,1.95,-0.13,-0.1,2,14.82,85.18,28.43,-0.03,-0.11,0.18,2493,1.96,0.01,34.04,0.0,2.13,1.96,29,1
275,2.04,2.06,2.05,-0.13,-0.09,115,15.44,84.56,29.61,-0.03,-0.11,0.19,35011,2.05,0.01,33.71,0.0,2.63,2.05,29,1
276,2.13,2.16,2.38,-0.14,0.1,8,16.09,83.91,30.85,-0.04,-0.11,0.19,2668,2.145,0.01,33.38,0.0,2.61,2.145,29,1
277,2.23,2.26,2.28,-0.14,-0.33,8,16.77,83.23,32.14,-0.04,-0.11,0.2,3168,2.245,0.01,33.05,0.0,2.53,2.245,29,1
278,2.34,2.36,2.44,-0.15,-0.03,129,17.47,82.53,33.48,-0.04,-0.12,0.21,869,2.35,0.01,32.73,0.0,2.79,2.35,29,1
279,2.44,2.47,2.57,-0.16,-0.96,147,18.19,81.81,34.84,-0.04,-0.12,0.21,2600,2.455,0.01,32.38,0.0,3.1,2.455,29,1
280,2.56,2.58,2.55,-0.17,-0.14,473,18.96,81.04,36.3,-0.04,-0.12,0.22,8226,2.57,0.01,32.05,0.0,3.26,2.57,29,1
281,2.68,2.7,2.67,-0.17,-0.13,215,19.75,80.25,37.8,-0.05,-0.12,0.22,2793,2.69,0.01,31.71,0.0,3.38,2.69,29,1
282,2.8,2.83,2.84,-0.18,-0.09,167,20.58,79.42,39.37,-0.05,-0.13,0.23,2786,2.815,0.01,31.37,0.0,3.57,2.815,29,1
283,2.93,2.96,2.94,-0.19,-0.12,134,21.44,78.56,40.99,-0.05,-0.13,0.24,1562,2.945,0.01,31.03,0.0,3.45,2.945,29,1
284,3.07,3.09,3.05,-0.2,-0.14,219,22.33,77.67,42.67,-0.05,-0.13,0.24,3832,3.08,0.01,30.68,0.0,3.89,3.08,29,1
285,3.21,3.24,3.24,-0.21,-0.09,458,23.26,76.74,44.43,-0.05,-0.13,0.25,7490,3.225,0.01,30.35,0.0,4.06,3.225,29,1
286,3.36,3.38,3.34,-0.22,-0.18,358,24.22,75.78,46.23,-0.06,-0.14,0.26,5969,3.37,0.01,29.98,0.0,4.19,3.37,29,1
287,3.51,3.54,3.5,-0.23,-0.17,108,25.22,74.78,48.11,-0.06,-0.14,0.26,1905,3.525,0.01,29.63,0.0,4.38,3.525,29,1
288,3.68,3.71,3.83,-0.24,0.02,162,26.28,73.72,50.11,-0.06,-0.14,0.27,3025,3.695,0.01,29.3,0.0,4.62,3.695,29,1
289,3.85,3.88,3.97,-0.25,-0.08,11,27.36,72.64,52.14,-0.06,-0.14,0.28,3100,3.865,0.01,28.94,0.0,4.77,3.865,29,1
290,4.03,4.06,4.03,-0.26,-0.15,597,28.49,71.51,54.26,-0.07,-0.14,0.28,27619,4.045,0.01,28.58,0.0,5.04,4.045,29,1
291,4.22,4.25,4.32,-0.27,-0.05,6,29.67,70.33,56.47,-0.07,-0.15,0.29,2003,4.235,0.01,28.23,0.0,4.76,4.235,29,1
292,4.41,4.45,4.48,-0.28,-0.07,30,30.89,69.11,58.74,-0.07,-0.15,0.29,2056,4.43,0.01,27.86,0.0,5.28,4.43,29,1
293,4.62,4.65,4.73,-0.29,-1.65,11,32.16,67.84,61.1,-0.08,-0.15,0.3,962,4.635,0.01,27.49,0.0,5.26,4.635,29,1
294,4.83,4.87,4.86,-0.31,-0.22,220,33.47,66.53,63.55,-0.08,-0.15,0.31,1689,4.85,0.01,27.12,0.0,5.87,4.85,29,1
295,5.06,5.1,5.04,-0.32,-0.19,254,34.85,65.15,66.11,-0.08,-0.15,0.31,8113,5.08,0.02,26.76,0.0,6.28,5.08,29,1
296,5.31,5.34,5.49,-0.33,-0.59,17,36.28,63.72,68.77,-0.09,-0.15,0.32,1188,5.325,0.02,26.4,0.0,6.32,5.325,29,1
297,5.56,5.59,5.75,-0.35,-0.1,183,37.76,62.24,71.5,-0.09,-0.15,0.32,2639,5.575,0.02,26.03,0.0,6.35,5.575,29,1
298,5.82,5.85,5.8,-0.36,-1.05,31,39.29,60.71,74.32,-0.1,-0.15,0.33,1441,5.835,0.02,25.65,0.0,7.15,5.835,29,1
299,6.09,6.13,6.1,-0.38,-0.25,111,40.87,59.13,77.24,-0.1,-0.15,0.33,1240,6.11,0.02,25.27,0.0,7.46,6.11,29,1
300,6.39,6.42,6.33,-0.4,-0.27,2228,42.53,57.47,80.27,-0.1,-0.15,0.34,7797,6.405,0.02,24.9,0.0,7.85,6.405,29,1
301,6.7,6.73,6.66,-0.41,-1.12,102,44.24,55.76,83.39,-0.11,-0.16,0.34,1535,6.715,0.02,24.54,0.0,7.95,6.715,29,1
302,7.02,7.06,7.09,-0.43,-0.24,429,46.0,54.0,86.61,-0.11,-0.15,0.34,1648,7.04,0.02,24.17,0.0,8.45,7.04,29,1
303,7.37,7.4,7.45,-0.45,-0.19,80,47.83,52.17,89.93,-0.12,-0.15,0.35,5151,7.385,0.02,23.81,0.0,8.92,7.385,29,1
304,7.73,7.77,7.67,-0.47,-0.7,106,49.71,50.29,93.33,-0.12,-0.15,0.35,703,7.75,0.02,23.45,0.0,8.76,7.75,29,1
305,8.11,8.15,8.06,-0.49,-0.29,708,51.64,48.36,96.8,-0.13,-0.15,0.35,4794,8.13,0.02,23.09,0.0,9.8,8.13,29,1
240,0.51,0.52,0.51,-0.03,-0.09,42,4.17,95.83,8.04,-0.01,-0.05,0.06,4,0.515,0.0,45.63,0.0,0.66,0.515,30,1
245,0.61,0.63,0.73,-0.04,0.04,1,4.98,95.02,9.6,-0.01,-0.05,0.07,6,0.62,0.0,43.82,0.0,0.73,0.62,30,1
250,0.74,0.76,0.76,-0.05,-0.05,141,5.97,94.03,11.5,-0.01,-0.06,0.09,74,0.75,0.0,42.03,0.0,0.91,0.75,30,1
255,0.91,0.92,0.91,-0.06,-0.28,20,7.2,92.8,13.86,-0.02,-0.07,0.1,74,0.915,0.0,40.29,0.0,1.2,0.915,30,1
260,1.12,1.14,1.12,-0.07,-0.16,158,8.76,91.24,16.85,-0.02,-0.08,0.12,250,1.13,0.0,38.65,0.0,1.27,1.13,30,1
265,1.38,1.41,1.39,-0.09,-0.23,27,10.65,89.35,20.47,-0.02,-0.09,0.14,240,1.395,0.0,36.98,0.0,1.78,1.395,30,1
270,1.73,1.75,1.73,-0.11,-0.17,125,13.04,86.96,25.02,-0.03,-0.1,0.17,317,1.74,0.01,35.38,0.0,2.2,1.74,30,1
275,2.15,2.18,2.15,-0.14,-0.1,233,15.92,84.08,30.51,-0.04,-0.11,0.19,615,2.165,0.01,33.74,0.0,2.62,2.165,30,1
279,2.57,2.6,2.88,-0.16,0.0,3,18.7,81.3,35.78,-0.04,-0.12,0.22,0,2.585,0.01,32.43,0.0,2.88,2.585,30,1
280,2.69,2.72,2.68,-0.17,-0.16,120,19.47,80.53,37.24,-0.05,-0.12,0.22,418,2.705,0.01,32.11,0.0,3.3,2.705,30,1
282,2.93,2.97,2.98,-0.18,0.0,3,21.07,78.93,40.27,-0.05,-0.13,0.24,0,2.95,0.01,31.41,0.0,3.04,2.95,30,1
283,3.07,3.1,3.06,-0.19,-1.24,25,21.93,78.07,41.9,-0.05,-0.13,0.24,101,3.085,0.01,31.08,0.0,3.68,3.085,30,1
284,3.21,3.24,3.29,-0.2,-0.53,74,22.82,77.18,43.58,-0.06,-0.13,0.25,16,3.225,0.01,30.74,0.0,3.81,3.225,30,1
285,3.36,3.39,3.33,-0.21,-0.29,233,23.76,76.24,45.35,-0.06,-0.13,0.26,152,3.375,0.01,30.42,0.0,3.92,3.375,30,1
286,3.51,3.54,3.61,-0.22,-1.28,1,24.72,75.28,47.14,-0.06,-0.14,0.26,100,3.525,0.01,30.06,0.0,3.61,3.525,30,1
287,3.67,3.7,4.56,-0.23,-0.4,6,25.72,74.28,49.02,-0.06,-0.14,0.27,1,3.685,0.01,29.71,0.0,4.59,3.685,30,1
288,3.83,3.87,4.16,-0.24,-0.29,5,26.75,73.25,50.96,-0.07,-0.14,0.28,1,3.85,0.01,29.36,0.0,4.5,3.85,30,1
289,4.01,4.04,4.99,-0.25,0.59,5,27.83,72.17,52.99,-0.07,-0.14,0.28,30,4.025,0.01,29.01,0.0,4.99,4.025,30,1
290,4.19,4.23,4.21,-0.26,-0.12,307,28.96,71.04,55.09,-0.07,-0.14,0.29,578,4.21,0.01,28.66,0.0,5.1,4.21,30,1
291,4.38,4.42,4.91,-0.27,-0.57,3,30.12,69.88,57.26,-0.07,-0.15,0.3,296,4.4,0.01,28.3,0.0,4.91,4.4,30,1
292,4.58,4.62,4.79,-0.28,-0.15,16,31.33,68.67,59.52,-0.08,-0.15,0.3,237,4.6,0.01,27.94,0.0,5.33,4.6,30,1
293,4.79,4.83,5.12,-0.3,-1.14,92,32.58,67.42,61.86,-0.08,-0.15,0.31,96,4.81,0.01,27.58,0.0,0.0,4.81,30,1
294,5.01,5.05,5.02,-0.31,-1.97,103,33.89,66.11,64.28,-0.08,-0.15,0.31,12,5.03,0.01,27.22,0.0,5.4,5.03,30,1
295,5.25,5.28,5.22,-0.32,-0.2,33,35.25,64.75,66.81,-0.09,-0.15,0.32,300,5.265,0.01,26.87,0.0,6.06,5.265,30,1
296,5.49,5.53,5.43,-0.34,-0.27,30,36.66,63.34,69.42,-0.09,-0.15,0.32,18,5.51,0.02,26.51,0.0,6.26,5.51,30,1
297,5.74,5.78,5.75,-0.35,-0.18,7,38.11,61.89,72.09,-0.1,-0.15,0.33,20,5.76,0.02,26.14,0.0,6.83,5.76,30,1
298,6.0,6.05,6.51,-0.37,-1.69,2,39.61,60.39,74.87,-0.1,-0.15,0.33,16,6.025,0.02,25.76,0.0,7.0,6.025,30,1
299,6.28,6.32,6.5,-0.38,-0.1,2,41.17,58.83,77.73,-0.1,-0.15,0.34,53,6.3,0.02,25.38,0.0,6.85,6.3,30,1
300,6.58,6.62,6.56,-0.4,-0.69,117,42.8,57.2,80.71,-0.11,-0.15,0.34,602,6.6,0.02,25.03,0.0,8.0,6.6,30,1
301,6.89,6.93,6.95,-0.42,-0.87,3,44.47,55.53,83.77,-0.11,-0.15,0.35,29,6.91,0.02,24.66,0.0,7.75,6.91,30,1
302,7.21,7.26,7.54,-0.43,-2.46,20,46.2,53.8,86.92,-0.12,-0.15,0.35,129,7.235,0.02,24.3,0.0,8.68,7.235,30,1
303,7.56,7.6,7.6,-0.45,-0.61,19,47.99,52.01,90.16,-0.12,-0.15,0.35,127,7.58,0.02,23.94,0.0,9.15,7.58,30,1
304,7.92,7.97,7.91,-0.47,-0.7,76,49.83,50.17,93.48,-0.13,-0.15,0.35,118,7.945,0.02,23.58,0.0,9.57,7.945,30,1
305,8.32,8.35,8.25,-0.49,-0.6,97,51.72,48.28,96.88,-0.13,-0.15,0.35,283,8.335,0.02,23.25,0.0,9.82,8.335,30,1
