Strike,BID,ASK,LAST,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,expire_days,target,dt_predict,rf_predict,kn_predict
279,0.56,0.58,0.66,-0.03,0.04,10,4.16,95.84,8.05,-0.01,-0.05,0.07,2267,0.57,0.0,44.13,0.0,0.66,0.57,29,1,1,1,1
300,0.53,0.55,0.55,-0.04,-0.06,2,4.9,95.1,9.52,-0.01,-0.07,0.07,2644,0.54,0.0,38.08,0.0,0.6,0.54,20,1,1,1,1
329,2.35,2.37,2.54,-0.17,-0.08,77,19.32,80.68,37.15,-0.04,-0.13,0.24,1876,2.36,0.01,26.51,0.0,2.73,2.36,24,0,1,1,1
333,3.38,3.41,3.41,-0.23,-0.24,1,25.03,74.97,47.89,-0.07,-0.13,0.3,2877,3.395,0.01,24.67,0.0,3.41,3.395,29,1,1,1,1
313,1.25,1.27,1.41,-0.09,0.07,1,10.23,89.77,19.78,-0.02,-0.1,0.15,463,1.26,0.01,32.74,0.0,1.41,1.26,24,1,1,1,1
345,3.02,3.04,3.05,-0.32,-0.63,287,33.67,66.33,66.47,-0.05,-0.16,0.26,843,3.03,0.03,19.22,0.0,3.39,3.03,15,0,1,1,1
350,5.93,5.96,5.95,-0.48,-0.91,85,49.84,50.16,94.41,-0.1,-0.17,0.33,172,5.945,0.03,18.34,0.0,6.42,5.945,20,0,1,1,1
319,0.65,0.67,0.67,-0.06,-0.08,1,7.34,92.66,14.48,-0.01,-0.09,0.09,445,0.66,0.01,30.96,0.0,0.67,0.66,15,1,1,1,1
351,6.79,6.89,6.88,-0.51,-0.13,19,52.71,47.29,99.2,-0.12,-0.16,0.35,20,6.84,0.02,18.44,0.0,7.26,6.84,22,0,1,1,1
334,1.97,1.98,2.01,-0.18,-0.45,251,19.79,80.21,38.3,-0.03,-0.15,0.21,16670,1.975,0.01,24.82,0.0,2.34,1.975,17,0,1,1,1
350,7.1,7.15,7.18,-0.48,-0.87,14,50.67,49.33,95.29,-0.14,-0.15,0.39,220,7.125,0.02,18.63,0.0,7.74,7.125,27,0,1,1,1
348,2.63,2.65,2.66,-0.37,-0.78,1309,38.2,61.8,75.65,-0.04,-0.18,0.23,3252,2.64,0.04,16.66,0.0,3.5,2.64,10,0,1,1,1
331,0.77,0.79,0.95,-0.1,-0.03,13,10.7,89.3,21.17,-0.01,-0.1,0.12,732,0.78,0.01,23.88,0.0,0.95,0.78,13,1,1,1,1
338,4.19,4.22,4.23,-0.28,0.06,106,30.69,69.31,58.53,-0.09,-0.14,0.34,995,4.205,0.01,22.87,0.0,4.57,4.205,29,0,1,1,1
309,0.74,0.75,0.91,-0.06,-0.44,1,6.86,93.14,13.33,-0.01,-0.08,0.1,168,0.745,0.0,34.33,0.0,0.0,0.745,20,1,1,1,1
340,1.17,1.19,1.19,-0.17,-0.52,1179,18.37,81.63,36.4,-0.02,-0.15,0.16,20466,1.18,0.02,20.29,0.0,1.64,1.18,10,0,1,1,1
340,0.5,0.51,0.51,-0.11,-0.37,920,11.54,88.46,22.93,-0.01,-0.11,0.1,1819,0.505,0.02,18.04,0.0,0.92,0.505,7,0,1,1,1
336,1.09,1.11,1.13,-0.14,-0.38,89,15.22,84.78,30.12,-0.02,-0.12,0.16,639,1.1,0.02,21.54,0.0,1.35,1.1,13,0,1,1,1
348,6.06,6.09,6.08,-0.44,-0.87,209,46.09,53.91,87.08,-0.11,-0.16,0.36,450,6.075,0.02,19.56,0.0,7.0,6.075,24,0,1,1,1
307,1.31,1.33,1.35,-0.08,0.01,2,9.73,90.27,18.78,-0.02,-0.09,0.15,1622,1.32,0.0,34.07,0.0,1.35,1.32,29,1,1,1,1
317,0.86,0.87,0.91,-0.07,-0.22,66,8.55,91.45,16.64,-0.01,-0.1,0.11,12786,0.865,0.01,32.24,0.0,1.01,0.865,17,1,1,1,1
322,2.2,2.22,2.25,-0.14,-0.11,11,16.39,83.61,31.51,-0.04,-0.11,0.23,4461,2.21,0.01,28.64,0.0,2.58,2.21,29,1,1,1,1
333,1.35,1.36,1.37,-0.14,-0.27,67,15.56,84.44,30.71,-0.02,-0.13,0.17,271,1.355,0.01,24.46,0.0,1.6,1.355,15,1,1,1,1
332,0.82,0.84,0.86,-0.11,-0.22,23,11.43,88.57,22.62,-0.01,-0.1,0.13,302,0.83,0.01,23.39,0.0,1.13,0.83,13,1,1,1,1
349,2.3,2.32,2.4,-0.39,-0.45,552,40.01,59.99,79.37,-0.03,-0.18,0.21,739,2.31,0.05,14.99,0.0,3.16,2.31,8,0,1,1,1
308,1.35,1.37,1.38,-0.08,0.08,61,10.04,89.96,19.37,-0.03,-0.09,0.16,3900,1.36,0.0,33.69,0.0,1.48,1.36,29,1,1,1,1
329,0.5,0.51,0.58,-0.07,-0.08,2,7.7,92.3,15.26,-0.01,-0.09,0.08,11504,0.505,0.01,25.97,0.0,0.59,0.505,10,1,1,1,1
347,3.52,3.54,3.58,-0.37,-0.7,41,38.52,61.48,76.04,-0.06,-0.16,0.28,787,3.53,0.03,18.4,0.0,4.04,3.53,15,0,1,1,1
346,3.26,3.28,3.33,-0.35,-0.05,25,36.02,63.98,71.11,-0.05,-0.16,0.27,866,3.27,0.03,18.81,0.0,4.01,3.27,15,0,1,1,1
327,1.86,1.88,2.35,-0.15,-1.03,11,16.4,83.6,31.62,-0.03,-0.12,0.2,14,1.87,0.01,27.07,0.0,0.0,1.87,22,0,1,1,1
283,0.63,0.65,0.8,-0.04,0.05,1,4.67,95.33,9.04,-0.01,-0.06,0.08,1036,0.64,0.0,42.71,0.0,0.0,0.64,29,1,1,1,1
332,2.68,2.7,2.7,-0.2,-0.35,13,22.0,78.0,42.23,-0.05,-0.14,0.26,5704,2.69,0.01,25.34,0.0,3.09,2.69,24,0,1,1,1
347,2.36,2.38,2.48,-0.34,-0.6,374,34.86,65.14,69.04,-0.04,-0.18,0.22,3733,2.37,0.04,17.08,0.0,3.07,2.37,10,0,1,1,1
338,2.48,2.5,2.5,-0.23,-0.49,645,24.73,75.27,47.76,-0.04,-0.16,0.24,10048,2.49,0.02,23.15,0.0,2.97,2.49,17,0,1,1,1
337,3.01,3.04,3.26,-0.24,0.14,1,26.24,73.76,50.31,-0.06,-0.15,0.28,213,3.025,0.02,23.15,0.0,3.26,3.025,22,0,1,1,1
332,0.61,0.62,0.61,-0.09,-0.3,246,9.52,90.48,18.86,-0.01,-0.11,0.1,2221,0.615,0.01,24.33,0.0,0.9,0.615,10,0,1,1,1
351,7.24,7.32,7.35,-0.51,0.08,163,52.81,47.19,99.25,-0.13,-0.16,0.37,184,7.28,0.02,18.8,0.0,7.85,7.28,24,0,1,1,1
337,0.9,0.92,0.92,-0.13,-0.12,64,14.2,85.8,28.14,-0.01,-0.13,0.13,4063,0.91,0.02,21.79,0.0,1.24,0.91,10,0,1,1,1
330,2.99,3.02,3.03,-0.2,-0.39,2668,22.22,77.78,42.59,-0.06,-0.13,0.28,12281,3.005,0.01,25.75,0.0,3.33,3.005,29,1,1,1,1
343,1.92,1.94,1.97,-0.25,-0.12,11,26.24,73.76,51.91,-0.03,-0.15,0.22,450,1.93,0.03,18.41,0.0,2.33,1.93,13,0,1,1,1
320,0.98,0.99,1.01,-0.09,-0.27,1772,9.79,90.21,19.04,-0.02,-0.11,0.12,79937,0.985,0.01,30.91,0.0,1.23,0.985,17,1,1,1,1
340,0.72,0.74,0.76,-0.14,-0.42,641,14.25,85.75,28.28,-0.01,-0.13,0.12,1567,0.73,0.02,19.01,0.0,1.09,0.73,8,0,1,1,1
338,2.76,2.79,2.85,-0.24,-0.02,3,25.99,74.01,49.97,-0.05,-0.15,0.26,122,2.775,0.02,22.41,0.0,3.06,2.775,20,0,1,1,1
315,0.8,0.81,0.81,-0.07,-0.22,396,7.89,92.11,15.36,-0.01,-0.1,0.1,70263,0.805,0.01,33.22,0.0,0.98,0.805,17,1,1,1,1
305,0.95,0.97,1.06,-0.06,-0.08,5,7.72,92.28,14.94,-0.02,-0.08,0.12,885,0.96,0.0,35.92,0.0,1.06,0.96,24,1,1,1,1
326,2.07,2.09,2.19,-0.15,0.01,6,17.03,82.97,32.79,-0.04,-0.13,0.22,739,2.08,0.01,27.68,0.0,2.23,2.08,24,0,1,1,1
330,1.13,1.15,1.22,-0.12,-1.2,23,13.05,86.95,25.76,-0.02,-0.12,0.15,1556,1.14,0.01,25.82,0.0,1.38,1.14,15,1,1,1,1
341,3.29,3.32,3.34,-0.29,-0.21,17,30.57,69.43,58.63,-0.06,-0.16,0.29,262,3.305,0.02,21.25,0.0,3.55,3.305,20,0,1,1,1
319,0.94,0.95,0.96,-0.08,-0.27,180,9.36,90.64,18.22,-0.01,-0.1,0.12,8334,0.945,0.01,31.37,0.0,1.16,0.945,17,1,1,1,1
339,4.39,4.42,4.45,-0.3,-0.6,100,32.02,67.98,61.0,-0.09,-0.14,0.35,911,4.405,0.02,22.54,0.0,4.63,4.405,29,0,1,1,1
341,3.73,3.75,3.75,-0.3,-0.26,15,32.01,67.99,61.14,-0.07,-0.16,0.31,157,3.74,0.02,21.62,0.0,3.94,3.74,22,0,1,1,1
333,0.88,0.9,0.91,-0.11,-0.2,14,12.27,87.73,24.28,-0.02,-0.11,0.13,3130,0.89,0.01,22.93,0.0,1.19,0.89,13,1,1,1,1
340,3.53,3.56,3.55,-0.28,-0.56,4868,30.45,69.55,58.23,-0.07,-0.16,0.3,223,3.545,0.02,22.01,0.0,4.13,3.545,22,0,1,1,1
331,0.56,0.58,0.68,-0.08,-0.16,51,8.81,91.19,17.45,-0.01,-0.1,0.09,1986,0.57,0.01,24.82,0.0,0.71,0.57,10,1,1,1,1
325,1.24,1.25,1.25,-0.11,-0.34,6031,12.44,87.56,24.17,-0.02,-0.12,0.15,60758,1.245,0.01,28.75,0.0,1.51,1.245,17,1,1,1,1
343,3.41,3.42,3.44,-0.31,-0.7,740,33.03,66.97,63.52,-0.06,-0.18,0.28,13539,3.415,0.02,21.17,0.0,4.06,3.415,17,0,1,1,1
324,1.36,1.37,1.37,-0.12,-0.08,49,12.9,87.1,24.98,-0.02,-0.11,0.16,386,1.365,0.01,28.04,0.0,1.37,1.365,20,0,1,1,1
339,1.07,1.09,1.13,-0.16,-0.08,388,16.84,83.16,33.36,-0.02,-0.14,0.15,5697,1.08,0.02,20.79,0.0,1.51,1.08,10,0,1,1,1
325,1.7,1.72,1.81,-0.13,-0.16,6,14.99,85.01,28.94,-0.03,-0.12,0.19,168,1.71,0.01,27.85,0.0,1.91,1.71,22,0,1,1,1
334,1.43,1.45,1.56,-0.15,-0.26,150,16.54,83.46,32.64,-0.02,-0.13,0.17,806,1.44,0.01,24.02,0.0,1.82,1.44,15,1,1,1,1
340,4.2,4.22,4.25,-0.3,-0.5,98,32.39,67.61,61.73,-0.08,-0.14,0.34,766,4.21,0.02,21.84,0.0,4.67,4.21,27,0,1,1,1
334,0.71,0.72,0.75,-0.1,-0.33,25,11.12,88.88,22.03,-0.01,-0.11,0.11,1906,0.715,0.01,23.31,0.0,0.87,0.715,10,0,1,1,1
307,0.69,0.7,0.9,-0.05,-0.26,4,6.37,93.63,12.38,-0.01,-0.08,0.09,81,0.695,0.0,35.2,0.0,0.0,0.695,20,1,1,1,1
351,7.49,7.61,7.6,-0.51,-0.14,5,52.89,47.11,99.28,-0.14,-0.15,0.39,17,7.55,0.02,18.4,0.0,7.69,7.55,27,0,1,1,1
295,0.76,0.78,0.86,-0.05,0.03,2,5.95,94.05,11.5,-0.01,-0.07,0.1,43,0.77,0.0,38.39,0.0,0.86,0.77,27,1,1,1,1
309,1.4,1.41,1.44,-0.09,-0.1,7,10.38,89.62,20.02,-0.03,-0.09,0.16,6350,1.405,0.0,33.33,0.0,1.44,1.405,29,1,1,1,1
320,1.14,1.16,1.19,-0.1,-0.17,3,10.8,89.2,20.94,-0.02,-0.1,0.14,367,1.15,0.01,29.73,0.0,1.3,1.15,20,1,1,1,1
290,0.65,0.67,0.67,-0.04,0.0,176,5.08,94.92,9.84,-0.01,-0.06,0.08,163,0.66,0.0,40.23,0.0,0.7,0.66,27,1,1,1,1
326,0.92,0.93,0.98,-0.09,-0.12,12,10.49,89.51,20.69,-0.01,-0.11,0.12,592,0.925,0.01,27.7,0.0,1.02,0.925,15,1,1,1,1
315,1.35,1.37,1.34,-0.1,-0.29,3,11.05,88.95,21.35,-0.02,-0.1,0.16,1244,1.36,0.01,32.0,0.0,1.34,1.36,24,1,1,1,1
330,1.8,1.82,1.86,-0.16,-0.22,68,17.17,82.83,33.18,-0.03,-0.13,0.2,402,1.81,0.01,25.57,0.0,2.01,1.81,20,0,1,1,1
337,1.72,1.74,1.76,-0.19,-0.31,13,19.88,80.12,39.24,-0.03,-0.14,0.2,416,1.73,0.02,22.65,0.0,1.93,1.73,15,1,1,1,1
345,5.39,5.43,5.44,-0.38,-0.64,50,40.56,59.44,76.86,-0.11,-0.15,0.37,455,5.41,0.02,20.1,0.0,5.74,5.41,27,0,1,1,1
321,2.12,2.14,2.16,-0.14,-0.28,174,15.79,84.21,30.38,-0.04,-0.11,0.22,3667,2.13,0.01,29.0,0.0,2.26,2.13,29,1,1,1,1
349,5.21,5.22,5.23,-0.45,-0.89,1664,46.75,53.25,89.21,-0.08,-0.18,0.31,5173,5.215,0.03,19.21,0.0,6.2,5.215,17,0,1,1,1
333,3.02,3.06,3.08,-0.22,-0.18,2,23.82,76.18,45.65,-0.06,-0.13,0.29,109,3.04,0.01,24.34,0.0,3.51,3.04,27,1,1,1,1
327,1.36,1.37,1.41,-0.12,-0.35,359,13.69,86.31,26.59,-0.02,-0.13,0.16,15126,1.365,0.01,27.83,0.0,1.58,1.365,17,1,1,1,1
320,1.63,1.65,1.62,-0.12,-0.29,49,13.38,86.62,25.82,-0.03,-0.11,0.18,976,1.64,0.01,30.04,0.0,1.81,1.64,24,1,1,1,1
344,2.8,2.82,2.9,-0.3,-0.44,36,31.47,68.53,62.13,-0.05,-0.16,0.26,480,2.81,0.02,19.62,0.0,3.12,2.81,15,0,1,1,1
306,0.98,1.0,1.1,-0.07,0.08,9,7.98,92.02,15.44,-0.02,-0.09,0.12,336,0.99,0.0,35.5,0.0,1.1,0.99,24,1,1,1,1
